atoll,metric,value
Peremul_Par,patch_reefs_perc,0.0
Peros_Banhos,patch_reefs_perc,0.0
Pinaki,patch_reefs_perc,0.0
Pingelap,patch_reefs_perc,0.0
Pinipel,patch_reefs_perc,0.0
Platte,patch_reefs_perc,0.0
Providence,patch_reefs_perc,0.0
Pukapuka,patch_reefs_perc,0.0
Puka-Puka,patch_reefs_perc,0.0
Pukarua,patch_reefs_perc,0.0
Pulap,patch_reefs_perc,0.0
Pulusuk,patch_reefs_perc,0.0
Puluwat,patch_reefs_perc,0.0
Qelelevu,patch_reefs_perc,0.0
Rakahanga,patch_reefs_perc,0.0
Rangiroa,patch_reefs_perc,0.0
Raraka,patch_reefs_perc,0.0
Raroia,patch_reefs_perc,0.0
Rasdhoo,patch_reefs_perc,0.0
Ravahere,patch_reefs_perc,0.0
Reao,patch_reefs_perc,0.0
Redlick,patch_reefs_perc,0.0
Reitoru,patch_reefs_perc,0.0
Rekareka,patch_reefs_perc,0.0
Rongelap,patch_reefs_perc,0.0
Rongerik,patch_reefs_perc,0.0
Rose,patch_reefs_perc,0.0
Rowa,patch_reefs_perc,0.0
Saloman,patch_reefs_perc,0.0
Sama,patch_reefs_perc,0.0
Samasuma,patch_reefs_perc,0.0
Sapwuahfik,patch_reefs_perc,0.0
Satawan,patch_reefs_perc,0.0
Scilly,patch_reefs_perc,0.0
Sikaiana,patch_reefs_perc,0.0
Sorol,patch_reefs_perc,0.0
South_Keeling,patch_reefs_perc,0.0
South_Maalhosmadulu,patch_reefs_perc,0.0
South_Male,patch_reefs_perc,0.0
South_Nilandhe,patch_reefs_perc,0.0
South_Tubbataha,patch_reefs_perc,1.05
St_Francois,patch_reefs_perc,0.0
St_Joseph,patch_reefs_perc,0.0
Starbuck,patch_reefs_perc,0.0
Suheli_Par,patch_reefs_perc,0.0
Surprise,patch_reefs_perc,0.0
Suwarrow,patch_reefs_perc,0.0
Swains,patch_reefs_perc,0.0
Tabiteuea,patch_reefs_perc,0.0
Tabuaeran,patch_reefs_perc,0.0
Taenga,patch_reefs_perc,0.0
Tahanea,patch_reefs_perc,0.0
Taiaro,patch_reefs_perc,0.0
Taka,patch_reefs_perc,0.0
Takapoto,patch_reefs_perc,0.0
Takaroa,patch_reefs_perc,0.0
Takume,patch_reefs_perc,0.0
Takuu,patch_reefs_perc,0.0
Tarawa,patch_reefs_perc,0.0
Tatakoto,patch_reefs_perc,0.0
Tauere,patch_reefs_perc,0.0
Tekokota,patch_reefs_perc,0.0
Temitangi,patch_reefs_perc,0.0
Temoe,patch_reefs_perc,0.0
Tenararo,patch_reefs_perc,0.0
Tenaruga,patch_reefs_perc,0.0
Tepoto,patch_reefs_perc,0.0
Teraina,patch_reefs_perc,0.0
Tetiaroa,patch_reefs_perc,0.0
Thiladhunmathi,patch_reefs_perc,0.0
Thoddoo,patch_reefs_perc,0.0
Tikehau,patch_reefs_perc,0.0
Tilianu,patch_reefs_perc,0.0
Toau,patch_reefs_perc,0.0
Tongareva,patch_reefs_perc,0.0
Torlesse,patch_reefs_perc,0.0
Tuanake,patch_reefs_perc,0.0
Tupai,patch_reefs_perc,0.0
Tureia,patch_reefs_perc,0.0
Ujae,patch_reefs_perc,0.0
Ujelang,patch_reefs_perc,0.0
Ulithi,patch_reefs_perc,0.0
Utirik,patch_reefs_perc,0.0
Vahanga,patch_reefs_perc,0.0
Vahitahi,patch_reefs_perc,0.0
Vairaatea,patch_reefs_perc,0.0
Vaitupu,patch_reefs_perc,0.0
Vanavana,patch_reefs_perc,0.0
Vattaru,patch_reefs_perc,0.0
Wailagilala,patch_reefs_perc,0.0
Wake,patch_reefs_perc,0.0
West_Fayu,patch_reefs_perc,0.0
Willis,patch_reefs_perc,0.0
Woleai,patch_reefs_perc,0.0
Wotho,patch_reefs_perc,0.0
Wotje,patch_reefs_perc,0.0
Zohhoiiyoru,patch_reefs_perc,0.0
Abaiang,back_reef_slope_kmsq,65.63
Abariringa,back_reef_slope_kmsq,27.39
Abemama,back_reef_slope_kmsq,35.56
Addu,back_reef_slope_kmsq,3.18
Agatti,back_reef_slope_kmsq,0.79
Ahe,back_reef_slope_kmsq,5.03
Ahunui,back_reef_slope_kmsq,0.0
Ailinginae,back_reef_slope_kmsq,8.3
Ailinglaplap,back_reef_slope_kmsq,19.37
Ailuk,back_reef_slope_kmsq,8.56
Aldabra,back_reef_slope_kmsq,7.61
Alphonse,back_reef_slope_kmsq,0.74
Amanu,back_reef_slope_kmsq,2.66
Anaa,back_reef_slope_kmsq,11.56
Analtin,back_reef_slope_kmsq,4.11
Ant,back_reef_slope_kmsq,1.47
Anuanuraro,back_reef_slope_kmsq,0.6
Anuanurunga,back_reef_slope_kmsq,0.13
Apataki,back_reef_slope_kmsq,5.22
Aranuka,back_reef_slope_kmsq,2.18
Aratika,back_reef_slope_kmsq,2.75
Ari,back_reef_slope_kmsq,37.02
Arno,back_reef_slope_kmsq,16.86
Arutua,back_reef_slope_kmsq,11.16
Ashmore,back_reef_slope_kmsq,0.02
Astove,back_reef_slope_kmsq,0.0
Atafu,back_reef_slope_kmsq,4.16
Aur,back_reef_slope_kmsq,5.5
Awin,back_reef_slope_kmsq,1.45
Bangaram,back_reef_slope_kmsq,6.77
Beautemps-Beaupre,back_reef_slope_kmsq,5.36
Bellona,back_reef_slope_kmsq,20.71
Beru,back_reef_slope_kmsq,3.84
Bikar,back_reef_slope_kmsq,22.36
Bikini,back_reef_slope_kmsq,9.42
Birnie,back_reef_slope_kmsq,0.07
Bitra_Par,back_reef_slope_kmsq,19.57
Bokaak,back_reef_slope_kmsq,57.06
Bramble_Haven,back_reef_slope_kmsq,9.19
Budibudi,back_reef_slope_kmsq,1.98
Butaritari,back_reef_slope_kmsq,32.39
Byramgore,back_reef_slope_kmsq,31.17
Caroline,back_reef_slope_kmsq,1.4
Cato,back_reef_slope_kmsq,0.03
Cherbaniani,back_reef_slope_kmsq,5.4
Chesterfield,back_reef_slope_kmsq,138.34
Chetlat,back_reef_slope_kmsq,0.55
Clipperton,back_reef_slope_kmsq,0.04
Conflict,back_reef_slope_kmsq,6.9
Cosmoledo,back_reef_slope_kmsq,17.6
Desroches,back_reef_slope_kmsq,23.52
Diego_Garcia,back_reef_slope_kmsq,8.0
Ducie,back_reef_slope_kmsq,0.12
Eauripik,back_reef_slope_kmsq,0.05
Ebon,back_reef_slope_kmsq,6.34
Egmont,back_reef_slope_kmsq,4.36
Egum,back_reef_slope_kmsq,13.33
Elato,back_reef_slope_kmsq,0.52
Enderbury,back_reef_slope_kmsq,0.0
Eniwetok,back_reef_slope_kmsq,20.76
Erikub,back_reef_slope_kmsq,8.78
Etal,back_reef_slope_kmsq,0.47
Europa,back_reef_slope_kmsq,0.0
Faadhippolhu,back_reef_slope_kmsq,13.07
Faaite,back_reef_slope_kmsq,13.11
Fakahina,back_reef_slope_kmsq,0.0
Fakaofo,back_reef_slope_kmsq,9.28
Fakarava,back_reef_slope_kmsq,11.21
Fangatau,back_reef_slope_kmsq,0.0
Fangataufa,back_reef_slope_kmsq,5.37
Faraulep,back_reef_slope_kmsq,0.09
Farquhar,back_reef_slope_kmsq,22.44
Fasdhuthere,back_reef_slope_kmsq,1.12
Felidhu,back_reef_slope_kmsq,21.6
French_Frigate_Shoals,back_reef_slope_kmsq,9.0
Funafuti,back_reef_slope_kmsq,8.16
Fuvahmulah,back_reef_slope_kmsq,0.89
Gaafaru,back_reef_slope_kmsq,3.16
Glorioso,back_reef_slope_kmsq,5.89
Goidhoo,back_reef_slope_kmsq,2.38
Great_Chagos_Bank,back_reef_slope_kmsq,10.4
Haddhunmathi,back_reef_slope_kmsq,4.88
Hao,back_reef_slope_kmsq,9.01
Haraiki,back_reef_slope_kmsq,2.64
Helen,back_reef_slope_kmsq,6.84
Hereheretue,back_reef_slope_kmsq,3.35
Hikueru,back_reef_slope_kmsq,3.29
Hiti,back_reef_slope_kmsq,0.32
Huon,back_reef_slope_kmsq,10.73
Huvadhu,back_reef_slope_kmsq,11.73
Ifalik,back_reef_slope_kmsq,0.02
Ihavandhippolu,back_reef_slope_kmsq,10.33
Jaluit,back_reef_slope_kmsq,50.51
Jemo,back_reef_slope_kmsq,0.0
Johnston,back_reef_slope_kmsq,4.1
Kaashidhoo,back_reef_slope_kmsq,0.09
Kademat,back_reef_slope_kmsq,0.67
Kalpeni,back_reef_slope_kmsq,5.81
Kapingamarangi,back_reef_slope_kmsq,3.59
Katiu,back_reef_slope_kmsq,3.44
Kauehi,back_reef_slope_kmsq,3.23
Kaukura,back_reef_slope_kmsq,28.51
Kavaratti,back_reef_slope_kmsq,0.01
Kilinailau,back_reef_slope_kmsq,10.42
Kiltan,back_reef_slope_kmsq,0.26
Kiritimati,back_reef_slope_kmsq,4.31
Kolhumadulu,back_reef_slope_kmsq,14.0
Kuop,back_reef_slope_kmsq,0.26
Kure,back_reef_slope_kmsq,0.61
Kuria,back_reef_slope_kmsq,1.24
Kurimarau,back_reef_slope_kmsq,0.92
Kwajalein,back_reef_slope_kmsq,34.61
Lae,back_reef_slope_kmsq,2.11
Lamotrek,back_reef_slope_kmsq,0.25
Laualau,back_reef_slope_kmsq,0.8
Laysan,back_reef_slope_kmsq,0.0
Leli,back_reef_slope_kmsq,0.11
Lib,back_reef_slope_kmsq,0.0
Lihou,back_reef_slope_kmsq,33.34
Likiep,back_reef_slope_kmsq,19.07
Liot,back_reef_slope_kmsq,0.02
Lisianski,back_reef_slope_kmsq,0.0
Long_Reef,back_reef_slope_kmsq,56.73
Loraine_Anobat,back_reef_slope_kmsq,0.0
Losap,back_reef_slope_kmsq,1.0
Losiep,back_reef_slope_kmsq,0.03
Lukunor,back_reef_slope_kmsq,0.37
Mabui,back_reef_slope_kmsq,0.56
Maiana,back_reef_slope_kmsq,1.6
Majuro,back_reef_slope_kmsq,22.83
Makemo,back_reef_slope_kmsq,15.96
Makin,back_reef_slope_kmsq,0.04
Makunudhoo,back_reef_slope_kmsq,10.01
Malden,back_reef_slope_kmsq,0.11
Maloelap,back_reef_slope_kmsq,8.51
Malum,back_reef_slope_kmsq,1.46
Manihi,back_reef_slope_kmsq,4.68
Manihiki,back_reef_slope_kmsq,1.4
Manra,back_reef_slope_kmsq,0.0
Manuae,back_reef_slope_kmsq,0.0
Manuhangi,back_reef_slope_kmsq,0.0
Marakei,back_reef_slope_kmsq,0.88
Maria,back_reef_slope_kmsq,0.0
Maria_Est,back_reef_slope_kmsq,0.22
Marokau,back_reef_slope_kmsq,3.51
Marutea_Nord,back_reef_slope_kmsq,12.79
Marutea_Sud,back_reef_slope_kmsq,2.77
Mataiva,back_reef_slope_kmsq,0.21
Matureivavao,back_reef_slope_kmsq,0.37
Maupihaa,back_reef_slope_kmsq,1.06
Mellish,back_reef_slope_kmsq,1.55
Midway,back_reef_slope_kmsq,1.99
Mili,back_reef_slope_kmsq,34.26
Minicoy,back_reef_slope_kmsq,11.94
Mokil,back_reef_slope_kmsq,0.01
Morane,back_reef_slope_kmsq,0.52
Moruroa,back_reef_slope_kmsq,4.03
Motu_One,back_reef_slope_kmsq,1.9
Motutunga,back_reef_slope_kmsq,2.18
Mulaku,back_reef_slope_kmsq,15.07
Murilo,back_reef_slope_kmsq,4.76
Namoluk,back_reef_slope_kmsq,0.16
Namonuito,back_reef_slope_kmsq,0.0
Namorik,back_reef_slope_kmsq,1.96
Namu,back_reef_slope_kmsq,12.86
Nanumanga,back_reef_slope_kmsq,0.0
Nanumea,back_reef_slope_kmsq,2.43
Napuka,back_reef_slope_kmsq,3.21
Nengonengo,back_reef_slope_kmsq,0.8
Ngcheangel,back_reef_slope_kmsq,0.15
Ngulu,back_reef_slope_kmsq,6.42
Niau,back_reef_slope_kmsq,0.0
Nihiru,back_reef_slope_kmsq,10.45
Nikumaroro,back_reef_slope_kmsq,0.4
Nikunau,back_reef_slope_kmsq,0.45
Ninigo,back_reef_slope_kmsq,19.28
Nissan,back_reef_slope_kmsq,1.97
Niulakita,back_reef_slope_kmsq,0.15
Niutao,back_reef_slope_kmsq,0.01
Nomwin,back_reef_slope_kmsq,1.79
Nonouti,back_reef_slope_kmsq,41.84
North_Keeling,back_reef_slope_kmsq,0.2
North_Maalhosmadulu,back_reef_slope_kmsq,16.68
North_Male,back_reef_slope_kmsq,30.8
North_Nilandhe,back_reef_slope_kmsq,16.22
North_Tubbataha,back_reef_slope_kmsq,10.11
Nuguria,back_reef_slope_kmsq,17.3
Nui,back_reef_slope_kmsq,1.85
Nukapu,back_reef_slope_kmsq,0.64
Nukufetau,back_reef_slope_kmsq,2.9
Nukulaelae,back_reef_slope_kmsq,4.38
Nukumanu,back_reef_slope_kmsq,7.01
Nukumbasanga,back_reef_slope_kmsq,3.29
Nukunonu,back_reef_slope_kmsq,3.86
Nukuoro,back_reef_slope_kmsq,0.32
Nukusemanu,back_reef_slope_kmsq,19.99
Nukutepipi,back_reef_slope_kmsq,0.14
Numa_Miombilou,back_reef_slope_kmsq,12.14
Nupani,back_reef_slope_kmsq,0.53
Oeno,back_reef_slope_kmsq,0.0
Olimarao,back_reef_slope_kmsq,0.13
Onotoa,back_reef_slope_kmsq,0.62
Ontong_Java,back_reef_slope_kmsq,28.37
Oroluk,back_reef_slope_kmsq,1.79
Orona,back_reef_slope_kmsq,6.96
Pakin,back_reef_slope_kmsq,0.84
Palmerston,back_reef_slope_kmsq,2.43
Palmyra,back_reef_slope_kmsq,1.26
Paraoa,back_reef_slope_kmsq,1.33
Pearl_and_Hermes,back_reef_slope_kmsq,52.28
Peremul_Par,back_reef_slope_kmsq,16.05
Peros_Banhos,back_reef_slope_kmsq,5.12
Pinaki,back_reef_slope_kmsq,0.07
Pingelap,back_reef_slope_kmsq,0.1
Pinipel,back_reef_slope_kmsq,0.75
Platte,back_reef_slope_kmsq,10.89
Providence,back_reef_slope_kmsq,34.89
Pukapuka,back_reef_slope_kmsq,1.83
Puka-Puka,back_reef_slope_kmsq,0.0
Pukarua,back_reef_slope_kmsq,5.35
Pulap,back_reef_slope_kmsq,0.0
Pulusuk,back_reef_slope_kmsq,0.0
Puluwat,back_reef_slope_kmsq,0.13
Qelelevu,back_reef_slope_kmsq,4.48
Rakahanga,back_reef_slope_kmsq,0.5
Rangiroa,back_reef_slope_kmsq,20.48
Raraka,back_reef_slope_kmsq,2.6
Raroia,back_reef_slope_kmsq,6.94
Rasdhoo,back_reef_slope_kmsq,1.55
Ravahere,back_reef_slope_kmsq,1.08
Reao,back_reef_slope_kmsq,3.94
Redlick,back_reef_slope_kmsq,3.31
Reitoru,back_reef_slope_kmsq,1.87
Rekareka,back_reef_slope_kmsq,0.0
Rongelap,back_reef_slope_kmsq,14.6
Rongerik,back_reef_slope_kmsq,4.68
Rose,back_reef_slope_kmsq,0.03
Rowa,back_reef_slope_kmsq,0.35
Saloman,back_reef_slope_kmsq,0.55
Sama,back_reef_slope_kmsq,0.46
Samasuma,back_reef_slope_kmsq,1.6
Sapwuahfik,back_reef_slope_kmsq,2.32
Satawan,back_reef_slope_kmsq,1.46
Scilly,back_reef_slope_kmsq,0.88
Sikaiana,back_reef_slope_kmsq,0.27
Sorol,back_reef_slope_kmsq,0.43
South_Keeling,back_reef_slope_kmsq,7.53
South_Maalhosmadulu,back_reef_slope_kmsq,10.51
South_Male,back_reef_slope_kmsq,9.96
South_Nilandhe,back_reef_slope_kmsq,13.1
South_Tubbataha,back_reef_slope_kmsq,0.36
St_Francois,back_reef_slope_kmsq,3.17
St_Joseph,back_reef_slope_kmsq,0.32
Starbuck,back_reef_slope_kmsq,0.02
Suheli_Par,back_reef_slope_kmsq,11.21
Surprise,back_reef_slope_kmsq,13.53
Suwarrow,back_reef_slope_kmsq,4.56
Swains,back_reef_slope_kmsq,0.03
Tabiteuea,back_reef_slope_kmsq,86.25
Tabuaeran,back_reef_slope_kmsq,6.62
Taenga,back_reef_slope_kmsq,4.26
Tahanea,back_reef_slope_kmsq,13.11
Taiaro,back_reef_slope_kmsq,0.0
Taka,back_reef_slope_kmsq,4.66
Takapoto,back_reef_slope_kmsq,2.4
Takaroa,back_reef_slope_kmsq,7.39
Takume,back_reef_slope_kmsq,3.49
Takuu,back_reef_slope_kmsq,2.34
Tarawa,back_reef_slope_kmsq,73.81
Tatakoto,back_reef_slope_kmsq,10.57
Tauere,back_reef_slope_kmsq,3.29
Tekokota,back_reef_slope_kmsq,0.0
Temitangi,back_reef_slope_kmsq,1.69
Temoe,back_reef_slope_kmsq,2.35
Tenararo,back_reef_slope_kmsq,0.96
Tenaruga,back_reef_slope_kmsq,0.0
Tepoto,back_reef_slope_kmsq,0.0
Teraina,back_reef_slope_kmsq,0.0
Tetiaroa,back_reef_slope_kmsq,1.35
Thiladhunmathi,back_reef_slope_kmsq,24.23
Thoddoo,back_reef_slope_kmsq,0.08
Tikehau,back_reef_slope_kmsq,13.44
Tilianu,back_reef_slope_kmsq,0.01
Toau,back_reef_slope_kmsq,8.07
Tongareva,back_reef_slope_kmsq,12.93
Torlesse,back_reef_slope_kmsq,1.14
Tuanake,back_reef_slope_kmsq,0.36
Tupai,back_reef_slope_kmsq,0.02
Tureia,back_reef_slope_kmsq,0.46
Ujae,back_reef_slope_kmsq,5.91
Ujelang,back_reef_slope_kmsq,4.11
Ulithi,back_reef_slope_kmsq,4.77
Utirik,back_reef_slope_kmsq,3.59
Vahanga,back_reef_slope_kmsq,0.0
Vahitahi,back_reef_slope_kmsq,5.11
Vairaatea,back_reef_slope_kmsq,1.76
Vaitupu,back_reef_slope_kmsq,0.28
Vanavana,back_reef_slope_kmsq,0.0
Vattaru,back_reef_slope_kmsq,0.88
Wailagilala,back_reef_slope_kmsq,0.87
Wake,back_reef_slope_kmsq,0.19
West_Fayu,back_reef_slope_kmsq,0.53
Willis,back_reef_slope_kmsq,14.71
Woleai,back_reef_slope_kmsq,1.64
Wotho,back_reef_slope_kmsq,5.4
Wotje,back_reef_slope_kmsq,17.07
Zohhoiiyoru,back_reef_slope_kmsq,0.0
Abaiang,back_reef_slope_perc,30.37
Abariringa,back_reef_slope_perc,50.87
Abemama,back_reef_slope_perc,24.35
Addu,back_reef_slope_perc,6.48
Agatti,back_reef_slope_perc,3.24
Ahe,back_reef_slope_perc,22.28
Ahunui,back_reef_slope_perc,0.0
Ailinginae,back_reef_slope_perc,13.76
Ailinglaplap,back_reef_slope_perc,19.7
Ailuk,back_reef_slope_perc,13.03
Aldabra,back_reef_slope_perc,3.47
Alphonse,back_reef_slope_perc,3.86
Amanu,back_reef_slope_perc,11.22
Anaa,back_reef_slope_perc,20.64
Analtin,back_reef_slope_perc,11.96
Ant,back_reef_slope_perc,5.38
Anuanuraro,back_reef_slope_perc,9.19
Anuanurunga,back_reef_slope_perc,4.14
Apataki,back_reef_slope_perc,9.87
Aranuka,back_reef_slope_perc,3.86
Aratika,back_reef_slope_perc,11.24
Ari,back_reef_slope_perc,13.6
Arno,back_reef_slope_perc,14.43
Arutua,back_reef_slope_perc,16.26
Ashmore,back_reef_slope_perc,0.01
Astove,back_reef_slope_perc,0.0
Atafu,back_reef_slope_perc,30.64
Aur,back_reef_slope_perc,12.36
Awin,back_reef_slope_perc,20.48
Bangaram,back_reef_slope_perc,15.33
Beautemps-Beaupre,back_reef_slope_perc,26.89
Bellona,back_reef_slope_perc,21.2
Beru,back_reef_slope_perc,8.8
Bikar,back_reef_slope_perc,45.4
Bikini,back_reef_slope_perc,8.5
Birnie,back_reef_slope_perc,7.46
Bitra_Par,back_reef_slope_perc,30.2
Bokaak,back_reef_slope_perc,60.79
Bramble_Haven,back_reef_slope_perc,16.72
Budibudi,back_reef_slope_perc,17.54
Butaritari,back_reef_slope_perc,17.83
Byramgore,back_reef_slope_perc,31.14
Caroline,back_reef_slope_perc,9.32
Cato,back_reef_slope_perc,0.58
Cherbaniani,back_reef_slope_perc,11.31
Chesterfield,back_reef_slope_perc,53.3
Chetlat,back_reef_slope_perc,10.32
Clipperton,back_reef_slope_perc,1.29
Conflict,back_reef_slope_perc,14.57
Cosmoledo,back_reef_slope_perc,12.62
Desroches,back_reef_slope_perc,58.58
Diego_Garcia,back_reef_slope_perc,11.05
Ducie,back_reef_slope_perc,3.43
Eauripik,back_reef_slope_perc,0.37
Ebon,back_reef_slope_perc,21.38
Egmont,back_reef_slope_perc,16.33
Egum,back_reef_slope_perc,33.79
Elato,back_reef_slope_perc,3.84
Enderbury,back_reef_slope_perc,0.06
Eniwetok,back_reef_slope_perc,14.22
Erikub,back_reef_slope_perc,17.07
Etal,back_reef_slope_perc,5.13
Europa,back_reef_slope_perc,0.0
Faadhippolhu,back_reef_slope_perc,11.58
Faaite,back_reef_slope_perc,12.4
Fakahina,back_reef_slope_perc,0.0
Fakaofo,back_reef_slope_perc,31.93
Fakarava,back_reef_slope_perc,8.17
Fangatau,back_reef_slope_perc,0.0
Fangataufa,back_reef_slope_perc,31.12
Faraulep,back_reef_slope_perc,1.18
Farquhar,back_reef_slope_perc,13.35
Fasdhuthere,back_reef_slope_perc,4.68
Felidhu,back_reef_slope_perc,10.71
French_Frigate_Shoals,back_reef_slope_perc,1.96
Funafuti,back_reef_slope_perc,18.97
Fuvahmulah,back_reef_slope_perc,31.4
Gaafaru,back_reef_slope_perc,11.16
Glorioso,back_reef_slope_perc,11.53
Goidhoo,back_reef_slope_perc,5.21
Great_Chagos_Bank,back_reef_slope_perc,17.68
Haddhunmathi,back_reef_slope_perc,3.32
Hao,back_reef_slope_perc,14.52
Haraiki,back_reef_slope_perc,16.26
Helen,back_reef_slope_perc,8.96
Hereheretue,back_reef_slope_perc,19.68
Hikueru,back_reef_slope_perc,37.71
Hiti,back_reef_slope_perc,3.19
Huon,back_reef_slope_perc,20.01
Huvadhu,back_reef_slope_perc,3.67
Ifalik,back_reef_slope_perc,0.41
Ihavandhippolu,back_reef_slope_perc,12.32
Jaluit,back_reef_slope_perc,27.62
Jemo,back_reef_slope_perc,0.0
Johnston,back_reef_slope_perc,16.77
Kaashidhoo,back_reef_slope_perc,1.42
Kademat,back_reef_slope_perc,2.55
Kalpeni,back_reef_slope_perc,20.37
Kapingamarangi,back_reef_slope_perc,14.64
Katiu,back_reef_slope_perc,10.93
Kauehi,back_reef_slope_perc,13.72
Kaukura,back_reef_slope_perc,14.11
Kavaratti,back_reef_slope_perc,0.12
Kilinailau,back_reef_slope_perc,14.26
Kiltan,back_reef_slope_perc,5.89
Kiritimati,back_reef_slope_perc,3.33
Kolhumadulu,back_reef_slope_perc,8.41
Kuop,back_reef_slope_perc,0.72
Kure,back_reef_slope_perc,1.14
Kuria,back_reef_slope_perc,6.08
Kurimarau,back_reef_slope_perc,34.74
Kwajalein,back_reef_slope_perc,13.98
Lae,back_reef_slope_perc,16.16
Lamotrek,back_reef_slope_perc,2.61
Laualau,back_reef_slope_perc,12.44
Laysan,back_reef_slope_perc,0.0
Leli,back_reef_slope_perc,1.92
Lib,back_reef_slope_perc,0.0
Lihou,back_reef_slope_perc,27.13
Likiep,back_reef_slope_perc,22.49
Liot,back_reef_slope_perc,0.58
Lisianski,back_reef_slope_perc,0.0
Long_Reef,back_reef_slope_perc,17.58
Loraine_Anobat,back_reef_slope_perc,0.37
Losap,back_reef_slope_perc,5.95
Losiep,back_reef_slope_perc,0.41
Lukunor,back_reef_slope_perc,2.21
Mabui,back_reef_slope_perc,12.73
Maiana,back_reef_slope_perc,1.1
Majuro,back_reef_slope_perc,33.46
Makemo,back_reef_slope_perc,11.48
Makin,back_reef_slope_perc,0.43
Makunudhoo,back_reef_slope_perc,10.63
Malden,back_reef_slope_perc,4.47
Maloelap,back_reef_slope_perc,8.74
Malum,back_reef_slope_perc,8.1
Manihi,back_reef_slope_perc,21.68
Manihiki,back_reef_slope_perc,10.65
Manra,back_reef_slope_perc,0.0
Manuae,back_reef_slope_perc,0.0
Manuhangi,back_reef_slope_perc,0.0
Marakei,back_reef_slope_perc,3.59
Maria,back_reef_slope_perc,0.0
Maria_Est,back_reef_slope_perc,5.42
Marokau,back_reef_slope_perc,8.68
Marutea_Nord,back_reef_slope_perc,12.21
Marutea_Sud,back_reef_slope_perc,12.04
Mataiva,back_reef_slope_perc,0.69
Matureivavao,back_reef_slope_perc,6.12
Maupihaa,back_reef_slope_perc,5.23
Mellish,back_reef_slope_perc,7.27
Midway,back_reef_slope_perc,3.29
Mili,back_reef_slope_perc,22.04
Minicoy,back_reef_slope_perc,31.49
Mokil,back_reef_slope_perc,0.23
Morane,back_reef_slope_perc,8.36
Moruroa,back_reef_slope_perc,12.78
Motu_One,back_reef_slope_perc,21.67
Motutunga,back_reef_slope_perc,6.36
Mulaku,back_reef_slope_perc,9.12
Murilo,back_reef_slope_perc,9.35
Namoluk,back_reef_slope_perc,2.21
Namonuito,back_reef_slope_perc,0.0
Namorik,back_reef_slope_perc,13.97
Namu,back_reef_slope_perc,13.58
Nanumanga,back_reef_slope_perc,0.09
Nanumea,back_reef_slope_perc,13.15
Napuka,back_reef_slope_perc,17.76
Nengonengo,back_reef_slope_perc,4.78
Ngcheangel,back_reef_slope_perc,0.82
Ngulu,back_reef_slope_perc,14.68
Niau,back_reef_slope_perc,0.0
Nihiru,back_reef_slope_perc,31.8
Nikumaroro,back_reef_slope_perc,4.49
Nikunau,back_reef_slope_perc,4.16
Ninigo,back_reef_slope_perc,15.51
Nissan,back_reef_slope_perc,14.05
Niulakita,back_reef_slope_perc,2.37
Niutao,back_reef_slope_perc,0.32
Nomwin,back_reef_slope_perc,3.74
Nonouti,back_reef_slope_perc,9.37
North_Keeling,back_reef_slope_perc,11.93
North_Maalhosmadulu,back_reef_slope_perc,10.27
North_Male,back_reef_slope_perc,14.2
North_Nilandhe,back_reef_slope_perc,13.85
North_Tubbataha,back_reef_slope_perc,22.48
Nuguria,back_reef_slope_perc,20.17
Nui,back_reef_slope_perc,11.42
Nukapu,back_reef_slope_perc,10.51
Nukufetau,back_reef_slope_perc,10.64
Nukulaelae,back_reef_slope_perc,17.64
Nukumanu,back_reef_slope_perc,17.91
Nukumbasanga,back_reef_slope_perc,53.83
Nukunonu,back_reef_slope_perc,17.73
Nukuoro,back_reef_slope_perc,2.82
Nukusemanu,back_reef_slope_perc,31.98
Nukutepipi,back_reef_slope_perc,5.32
Numa_Miombilou,back_reef_slope_perc,13.84
Nupani,back_reef_slope_perc,3.41
Oeno,back_reef_slope_perc,0.01
Olimarao,back_reef_slope_perc,2.29
Onotoa,back_reef_slope_perc,2.08
Ontong_Java,back_reef_slope_perc,20.86
Oroluk,back_reef_slope_perc,3.55
Orona,back_reef_slope_perc,27.84
Pakin,back_reef_slope_perc,5.97
Palmerston,back_reef_slope_perc,8.6
Palmyra,back_reef_slope_perc,4.87
Paraoa,back_reef_slope_perc,21.13
Pearl_and_Hermes,back_reef_slope_perc,16.82
Peremul_Par,back_reef_slope_perc,19.61
Peros_Banhos,back_reef_slope_perc,9.88
Pinaki,back_reef_slope_perc,3.39
Pingelap,back_reef_slope_perc,2.59
Pinipel,back_reef_slope_perc,4.93
Platte,back_reef_slope_perc,27.63
Providence,back_reef_slope_perc,8.38
Pukapuka,back_reef_slope_perc,11.27
Puka-Puka,back_reef_slope_perc,0.0
Pukarua,back_reef_slope_perc,30.9
Pulap,back_reef_slope_perc,0.0
Pulusuk,back_reef_slope_perc,0.0
Puluwat,back_reef_slope_perc,3.26
Qelelevu,back_reef_slope_perc,7.91
Rakahanga,back_reef_slope_perc,12.29
Rangiroa,back_reef_slope_perc,12.81
Raraka,back_reef_slope_perc,8.57
Raroia,back_reef_slope_perc,13.84
Rasdhoo,back_reef_slope_perc,6.8
Ravahere,back_reef_slope_perc,4.29
Reao,back_reef_slope_perc,18.32
Redlick,back_reef_slope_perc,13.38
Reitoru,back_reef_slope_perc,17.6
Rekareka,back_reef_slope_perc,0.0
