atoll,metric,value
Fasdhuthere,terrestrial_reef_flat_kmsq,0.0
Felidhu,terrestrial_reef_flat_kmsq,0.0
French_Frigate_Shoals,terrestrial_reef_flat_kmsq,0.06
Funafuti,terrestrial_reef_flat_kmsq,0.0
Fuvahmulah,terrestrial_reef_flat_kmsq,0.0
Gaafaru,terrestrial_reef_flat_kmsq,0.0
Glorioso,terrestrial_reef_flat_kmsq,0.0
Goidhoo,terrestrial_reef_flat_kmsq,0.0
Great_Chagos_Bank,terrestrial_reef_flat_kmsq,0.0
Haddhunmathi,terrestrial_reef_flat_kmsq,0.0
Hao,terrestrial_reef_flat_kmsq,0.0
Haraiki,terrestrial_reef_flat_kmsq,0.0
Helen,terrestrial_reef_flat_kmsq,0.0
Hereheretue,terrestrial_reef_flat_kmsq,0.0
Hikueru,terrestrial_reef_flat_kmsq,0.0
Hiti,terrestrial_reef_flat_kmsq,0.0
Huon,terrestrial_reef_flat_kmsq,0.0
Huvadhu,terrestrial_reef_flat_kmsq,0.0
Ifalik,terrestrial_reef_flat_kmsq,0.0
Ihavandhippolu,terrestrial_reef_flat_kmsq,0.0
Jaluit,terrestrial_reef_flat_kmsq,0.0
Jemo,terrestrial_reef_flat_kmsq,0.0
Johnston,terrestrial_reef_flat_kmsq,0.0
Kaashidhoo,terrestrial_reef_flat_kmsq,0.0
Kademat,terrestrial_reef_flat_kmsq,0.0
Kalpeni,terrestrial_reef_flat_kmsq,0.0
Kapingamarangi,terrestrial_reef_flat_kmsq,0.0
Katiu,terrestrial_reef_flat_kmsq,0.0
Kauehi,terrestrial_reef_flat_kmsq,0.0
Kaukura,terrestrial_reef_flat_kmsq,0.0
Kavaratti,terrestrial_reef_flat_kmsq,0.0
Kilinailau,terrestrial_reef_flat_kmsq,0.0
Kiltan,terrestrial_reef_flat_kmsq,0.0
Kiritimati,terrestrial_reef_flat_kmsq,0.0
Kolhumadulu,terrestrial_reef_flat_kmsq,0.0
Kuop,terrestrial_reef_flat_kmsq,0.0
Kure,terrestrial_reef_flat_kmsq,0.0
Kuria,terrestrial_reef_flat_kmsq,0.0
Kurimarau,terrestrial_reef_flat_kmsq,0.0
Kwajalein,terrestrial_reef_flat_kmsq,0.0
Lae,terrestrial_reef_flat_kmsq,0.0
Lamotrek,terrestrial_reef_flat_kmsq,0.0
Laualau,terrestrial_reef_flat_kmsq,0.0
Laysan,terrestrial_reef_flat_kmsq,0.53
Leli,terrestrial_reef_flat_kmsq,0.72
Lib,terrestrial_reef_flat_kmsq,0.0
Lihou,terrestrial_reef_flat_kmsq,0.0
Likiep,terrestrial_reef_flat_kmsq,0.0
Liot,terrestrial_reef_flat_kmsq,0.27
Lisianski,terrestrial_reef_flat_kmsq,0.1
Long_Reef,terrestrial_reef_flat_kmsq,0.29
Loraine_Anobat,terrestrial_reef_flat_kmsq,0.22
Losap,terrestrial_reef_flat_kmsq,0.0
Losiep,terrestrial_reef_flat_kmsq,0.0
Lukunor,terrestrial_reef_flat_kmsq,0.0
Mabui,terrestrial_reef_flat_kmsq,0.0
Maiana,terrestrial_reef_flat_kmsq,0.0
Majuro,terrestrial_reef_flat_kmsq,0.0
Makemo,terrestrial_reef_flat_kmsq,0.0
Makin,terrestrial_reef_flat_kmsq,0.0
Makunudhoo,terrestrial_reef_flat_kmsq,0.0
Malden,terrestrial_reef_flat_kmsq,0.0
Maloelap,terrestrial_reef_flat_kmsq,0.0
Malum,terrestrial_reef_flat_kmsq,0.0
Manihi,terrestrial_reef_flat_kmsq,0.0
Manihiki,terrestrial_reef_flat_kmsq,0.0
Manra,terrestrial_reef_flat_kmsq,0.0
Manuae,terrestrial_reef_flat_kmsq,0.0
Manuhangi,terrestrial_reef_flat_kmsq,0.0
Marakei,terrestrial_reef_flat_kmsq,0.0
Maria,terrestrial_reef_flat_kmsq,0.0
Maria_Est,terrestrial_reef_flat_kmsq,0.0
Marokau,terrestrial_reef_flat_kmsq,0.0
Marutea_Nord,terrestrial_reef_flat_kmsq,0.0
Marutea_Sud,terrestrial_reef_flat_kmsq,0.0
Mataiva,terrestrial_reef_flat_kmsq,0.0
Matureivavao,terrestrial_reef_flat_kmsq,0.0
Maupihaa,terrestrial_reef_flat_kmsq,0.0
Mellish,terrestrial_reef_flat_kmsq,0.0
Midway,terrestrial_reef_flat_kmsq,0.0
Mili,terrestrial_reef_flat_kmsq,0.0
Minicoy,terrestrial_reef_flat_kmsq,0.0
Mokil,terrestrial_reef_flat_kmsq,0.0
Morane,terrestrial_reef_flat_kmsq,0.0
Moruroa,terrestrial_reef_flat_kmsq,0.0
Motu_One,terrestrial_reef_flat_kmsq,0.0
Motutunga,terrestrial_reef_flat_kmsq,0.0
Mulaku,terrestrial_reef_flat_kmsq,0.0
Murilo,terrestrial_reef_flat_kmsq,0.0
Namoluk,terrestrial_reef_flat_kmsq,0.0
Namonuito,terrestrial_reef_flat_kmsq,0.0
Namorik,terrestrial_reef_flat_kmsq,0.0
Namu,terrestrial_reef_flat_kmsq,0.0
Nanumanga,terrestrial_reef_flat_kmsq,0.0
Nanumea,terrestrial_reef_flat_kmsq,0.0
Napuka,terrestrial_reef_flat_kmsq,0.0
Nengonengo,terrestrial_reef_flat_kmsq,0.0
Ngcheangel,terrestrial_reef_flat_kmsq,0.0
Ngulu,terrestrial_reef_flat_kmsq,0.0
Niau,terrestrial_reef_flat_kmsq,0.0
Nihiru,terrestrial_reef_flat_kmsq,0.0
Nikumaroro,terrestrial_reef_flat_kmsq,0.0
Nikunau,terrestrial_reef_flat_kmsq,0.0
Ninigo,terrestrial_reef_flat_kmsq,0.15
Nissan,terrestrial_reef_flat_kmsq,0.0
Niulakita,terrestrial_reef_flat_kmsq,0.36
Niutao,terrestrial_reef_flat_kmsq,0.0
Nomwin,terrestrial_reef_flat_kmsq,0.0
Nonouti,terrestrial_reef_flat_kmsq,0.0
North_Keeling,terrestrial_reef_flat_kmsq,0.16
North_Maalhosmadulu,terrestrial_reef_flat_kmsq,0.0
North_Male,terrestrial_reef_flat_kmsq,0.0
North_Nilandhe,terrestrial_reef_flat_kmsq,0.0
North_Tubbataha,terrestrial_reef_flat_kmsq,0.0
Nuguria,terrestrial_reef_flat_kmsq,0.0
Nui,terrestrial_reef_flat_kmsq,0.0
Nukapu,terrestrial_reef_flat_kmsq,0.0
Nukufetau,terrestrial_reef_flat_kmsq,0.0
Nukulaelae,terrestrial_reef_flat_kmsq,0.0
Nukumanu,terrestrial_reef_flat_kmsq,0.0
Nukumbasanga,terrestrial_reef_flat_kmsq,0.0
Nukunonu,terrestrial_reef_flat_kmsq,0.0
Nukuoro,terrestrial_reef_flat_kmsq,0.0
Nukusemanu,terrestrial_reef_flat_kmsq,0.09
Nukutepipi,terrestrial_reef_flat_kmsq,0.0
Numa_Miombilou,terrestrial_reef_flat_kmsq,0.19
Nupani,terrestrial_reef_flat_kmsq,0.0
Oeno,terrestrial_reef_flat_kmsq,0.0
Olimarao,terrestrial_reef_flat_kmsq,0.0
Onotoa,terrestrial_reef_flat_kmsq,0.0
Ontong_Java,terrestrial_reef_flat_kmsq,0.0
Oroluk,terrestrial_reef_flat_kmsq,0.0
Orona,terrestrial_reef_flat_kmsq,0.0
Pakin,terrestrial_reef_flat_kmsq,0.0
Palmerston,terrestrial_reef_flat_kmsq,0.0
Palmyra,terrestrial_reef_flat_kmsq,0.0
Paraoa,terrestrial_reef_flat_kmsq,0.0
Pearl_and_Hermes,terrestrial_reef_flat_kmsq,0.0
Peremul_Par,terrestrial_reef_flat_kmsq,0.0
Peros_Banhos,terrestrial_reef_flat_kmsq,0.0
Pinaki,terrestrial_reef_flat_kmsq,0.0
Pingelap,terrestrial_reef_flat_kmsq,0.0
Pinipel,terrestrial_reef_flat_kmsq,0.0
Platte,terrestrial_reef_flat_kmsq,0.0
Providence,terrestrial_reef_flat_kmsq,0.0
Pukapuka,terrestrial_reef_flat_kmsq,0.0
Puka-Puka,terrestrial_reef_flat_kmsq,0.0
Pukarua,terrestrial_reef_flat_kmsq,0.0
Pulap,terrestrial_reef_flat_kmsq,0.0
Pulusuk,terrestrial_reef_flat_kmsq,0.02
Puluwat,terrestrial_reef_flat_kmsq,0.0
Qelelevu,terrestrial_reef_flat_kmsq,0.0
Rakahanga,terrestrial_reef_flat_kmsq,0.0
Rangiroa,terrestrial_reef_flat_kmsq,0.0
Raraka,terrestrial_reef_flat_kmsq,0.0
Raroia,terrestrial_reef_flat_kmsq,0.0
Rasdhoo,terrestrial_reef_flat_kmsq,0.0
Ravahere,terrestrial_reef_flat_kmsq,0.0
Reao,terrestrial_reef_flat_kmsq,0.0
Redlick,terrestrial_reef_flat_kmsq,0.0
Reitoru,terrestrial_reef_flat_kmsq,0.0
Rekareka,terrestrial_reef_flat_kmsq,0.0
Rongelap,terrestrial_reef_flat_kmsq,0.0
Rongerik,terrestrial_reef_flat_kmsq,0.0
Rose,terrestrial_reef_flat_kmsq,0.0
Rowa,terrestrial_reef_flat_kmsq,0.0
Saloman,terrestrial_reef_flat_kmsq,0.0
Sama,terrestrial_reef_flat_kmsq,0.0
Samasuma,terrestrial_reef_flat_kmsq,0.0
Sapwuahfik,terrestrial_reef_flat_kmsq,0.0
Satawan,terrestrial_reef_flat_kmsq,0.0
Scilly,terrestrial_reef_flat_kmsq,0.0
Sikaiana,terrestrial_reef_flat_kmsq,0.0
Sorol,terrestrial_reef_flat_kmsq,0.0
South_Keeling,terrestrial_reef_flat_kmsq,0.2
South_Maalhosmadulu,terrestrial_reef_flat_kmsq,0.0
South_Male,terrestrial_reef_flat_kmsq,0.0
South_Nilandhe,terrestrial_reef_flat_kmsq,0.0
South_Tubbataha,terrestrial_reef_flat_kmsq,0.0
St_Francois,terrestrial_reef_flat_kmsq,0.0
St_Joseph,terrestrial_reef_flat_kmsq,0.0
Starbuck,terrestrial_reef_flat_kmsq,0.0
Suheli_Par,terrestrial_reef_flat_kmsq,0.0
Surprise,terrestrial_reef_flat_kmsq,0.0
Suwarrow,terrestrial_reef_flat_kmsq,0.0
Swains,terrestrial_reef_flat_kmsq,0.53
Tabiteuea,terrestrial_reef_flat_kmsq,0.0
Tabuaeran,terrestrial_reef_flat_kmsq,0.0
Taenga,terrestrial_reef_flat_kmsq,0.0
Tahanea,terrestrial_reef_flat_kmsq,0.0
Taiaro,terrestrial_reef_flat_kmsq,0.0
Taka,terrestrial_reef_flat_kmsq,0.0
Takapoto,terrestrial_reef_flat_kmsq,0.0
Takaroa,terrestrial_reef_flat_kmsq,0.0
Takume,terrestrial_reef_flat_kmsq,0.0
Takuu,terrestrial_reef_flat_kmsq,0.0
Tarawa,terrestrial_reef_flat_kmsq,0.0
Tatakoto,terrestrial_reef_flat_kmsq,0.0
Tauere,terrestrial_reef_flat_kmsq,0.0
Tekokota,terrestrial_reef_flat_kmsq,0.0
Temitangi,terrestrial_reef_flat_kmsq,0.0
Temoe,terrestrial_reef_flat_kmsq,0.0
Tenararo,terrestrial_reef_flat_kmsq,0.0
Tenaruga,terrestrial_reef_flat_kmsq,0.0
Tepoto,terrestrial_reef_flat_kmsq,0.0
Teraina,terrestrial_reef_flat_kmsq,0.0
Tetiaroa,terrestrial_reef_flat_kmsq,0.0
Thiladhunmathi,terrestrial_reef_flat_kmsq,0.0
Thoddoo,terrestrial_reef_flat_kmsq,0.0
Tikehau,terrestrial_reef_flat_kmsq,0.0
Tilianu,terrestrial_reef_flat_kmsq,0.14
Toau,terrestrial_reef_flat_kmsq,0.0
Tongareva,terrestrial_reef_flat_kmsq,0.0
Torlesse,terrestrial_reef_flat_kmsq,0.0
Tuanake,terrestrial_reef_flat_kmsq,0.0
Tupai,terrestrial_reef_flat_kmsq,0.0
Tureia,terrestrial_reef_flat_kmsq,0.0
Ujae,terrestrial_reef_flat_kmsq,0.0
Ujelang,terrestrial_reef_flat_kmsq,0.0
Ulithi,terrestrial_reef_flat_kmsq,0.05
Utirik,terrestrial_reef_flat_kmsq,0.0
Vahanga,terrestrial_reef_flat_kmsq,0.0
Vahitahi,terrestrial_reef_flat_kmsq,0.0
Vairaatea,terrestrial_reef_flat_kmsq,0.0
Vaitupu,terrestrial_reef_flat_kmsq,0.0
Vanavana,terrestrial_reef_flat_kmsq,0.0
Vattaru,terrestrial_reef_flat_kmsq,0.0
Wailagilala,terrestrial_reef_flat_kmsq,0.0
Wake,terrestrial_reef_flat_kmsq,0.0
West_Fayu,terrestrial_reef_flat_kmsq,0.0
Willis,terrestrial_reef_flat_kmsq,0.0
Woleai,terrestrial_reef_flat_kmsq,0.0
Wotho,terrestrial_reef_flat_kmsq,0.0
Wotje,terrestrial_reef_flat_kmsq,0.0
Zohhoiiyoru,terrestrial_reef_flat_kmsq,0.03
Abaiang,terrestrial_reef_flat_perc,0.0
Abariringa,terrestrial_reef_flat_perc,0.0
Abemama,terrestrial_reef_flat_perc,0.0
Addu,terrestrial_reef_flat_perc,0.0
Agatti,terrestrial_reef_flat_perc,0.0
Ahe,terrestrial_reef_flat_perc,0.0
Ahunui,terrestrial_reef_flat_perc,0.0
Ailinginae,terrestrial_reef_flat_perc,0.0
Ailinglaplap,terrestrial_reef_flat_perc,0.0
Ailuk,terrestrial_reef_flat_perc,0.0
Aldabra,terrestrial_reef_flat_perc,0.0
Alphonse,terrestrial_reef_flat_perc,0.48
Amanu,terrestrial_reef_flat_perc,0.0
Anaa,terrestrial_reef_flat_perc,0.0
Analtin,terrestrial_reef_flat_perc,0.0
Ant,terrestrial_reef_flat_perc,0.0
Anuanuraro,terrestrial_reef_flat_perc,0.0
Anuanurunga,terrestrial_reef_flat_perc,0.0
Apataki,terrestrial_reef_flat_perc,0.0
Aranuka,terrestrial_reef_flat_perc,0.0
Aratika,terrestrial_reef_flat_perc,0.0
Ari,terrestrial_reef_flat_perc,0.0
Arno,terrestrial_reef_flat_perc,0.0
Arutua,terrestrial_reef_flat_perc,0.0
Ashmore,terrestrial_reef_flat_perc,0.0
Astove,terrestrial_reef_flat_perc,0.0
Atafu,terrestrial_reef_flat_perc,0.0
Aur,terrestrial_reef_flat_perc,0.0
Awin,terrestrial_reef_flat_perc,0.0
Bangaram,terrestrial_reef_flat_perc,0.0
Beautemps-Beaupre,terrestrial_reef_flat_perc,0.0
Bellona,terrestrial_reef_flat_perc,0.0
Beru,terrestrial_reef_flat_perc,0.0
Bikar,terrestrial_reef_flat_perc,0.0
Bikini,terrestrial_reef_flat_perc,0.0
Birnie,terrestrial_reef_flat_perc,0.0
Bitra_Par,terrestrial_reef_flat_perc,0.0
Bokaak,terrestrial_reef_flat_perc,0.0
Bramble_Haven,terrestrial_reef_flat_perc,0.0
Budibudi,terrestrial_reef_flat_perc,4.35
Butaritari,terrestrial_reef_flat_perc,0.0
Byramgore,terrestrial_reef_flat_perc,0.0
Caroline,terrestrial_reef_flat_perc,0.0
Cato,terrestrial_reef_flat_perc,0.0
Cherbaniani,terrestrial_reef_flat_perc,0.0
Chesterfield,terrestrial_reef_flat_perc,0.0
Chetlat,terrestrial_reef_flat_perc,0.0
Clipperton,terrestrial_reef_flat_perc,0.0
Conflict,terrestrial_reef_flat_perc,0.01
Cosmoledo,terrestrial_reef_flat_perc,0.0
Desroches,terrestrial_reef_flat_perc,0.03
Diego_Garcia,terrestrial_reef_flat_perc,0.0
Ducie,terrestrial_reef_flat_perc,0.0
Eauripik,terrestrial_reef_flat_perc,0.0
Ebon,terrestrial_reef_flat_perc,0.0
Egmont,terrestrial_reef_flat_perc,0.0
Egum,terrestrial_reef_flat_perc,0.0
Elato,terrestrial_reef_flat_perc,0.0
Enderbury,terrestrial_reef_flat_perc,0.0
Eniwetok,terrestrial_reef_flat_perc,0.0
Erikub,terrestrial_reef_flat_perc,0.0
Etal,terrestrial_reef_flat_perc,0.0
Europa,terrestrial_reef_flat_perc,0.0
Faadhippolhu,terrestrial_reef_flat_perc,0.0
Faaite,terrestrial_reef_flat_perc,0.0
Fakahina,terrestrial_reef_flat_perc,0.0
Fakaofo,terrestrial_reef_flat_perc,0.0
Fakarava,terrestrial_reef_flat_perc,0.0
Fangatau,terrestrial_reef_flat_perc,0.0
Fangataufa,terrestrial_reef_flat_perc,0.0
Faraulep,terrestrial_reef_flat_perc,0.0
Farquhar,terrestrial_reef_flat_perc,0.0
Fasdhuthere,terrestrial_reef_flat_perc,0.0
Felidhu,terrestrial_reef_flat_perc,0.0
French_Frigate_Shoals,terrestrial_reef_flat_perc,0.01
Funafuti,terrestrial_reef_flat_perc,0.0
Fuvahmulah,terrestrial_reef_flat_perc,0.0
Gaafaru,terrestrial_reef_flat_perc,0.0
Glorioso,terrestrial_reef_flat_perc,0.0
Goidhoo,terrestrial_reef_flat_perc,0.0
Great_Chagos_Bank,terrestrial_reef_flat_perc,0.0
Haddhunmathi,terrestrial_reef_flat_perc,0.0
Hao,terrestrial_reef_flat_perc,0.0
Haraiki,terrestrial_reef_flat_perc,0.0
Helen,terrestrial_reef_flat_perc,0.0
Hereheretue,terrestrial_reef_flat_perc,0.0
Hikueru,terrestrial_reef_flat_perc,0.0
Hiti,terrestrial_reef_flat_perc,0.0
Huon,terrestrial_reef_flat_perc,0.0
Huvadhu,terrestrial_reef_flat_perc,0.0
Ifalik,terrestrial_reef_flat_perc,0.0
Ihavandhippolu,terrestrial_reef_flat_perc,0.0
Jaluit,terrestrial_reef_flat_perc,0.0
Jemo,terrestrial_reef_flat_perc,0.0
Johnston,terrestrial_reef_flat_perc,0.0
Kaashidhoo,terrestrial_reef_flat_perc,0.0
Kademat,terrestrial_reef_flat_perc,0.0
Kalpeni,terrestrial_reef_flat_perc,0.0
Kapingamarangi,terrestrial_reef_flat_perc,0.0
Katiu,terrestrial_reef_flat_perc,0.0
Kauehi,terrestrial_reef_flat_perc,0.0
Kaukura,terrestrial_reef_flat_perc,0.0
Kavaratti,terrestrial_reef_flat_perc,0.0
Kilinailau,terrestrial_reef_flat_perc,0.0
Kiltan,terrestrial_reef_flat_perc,0.0
Kiritimati,terrestrial_reef_flat_perc,0.0
Kolhumadulu,terrestrial_reef_flat_perc,0.0
Kuop,terrestrial_reef_flat_perc,0.0
Kure,terrestrial_reef_flat_perc,0.0
Kuria,terrestrial_reef_flat_perc,0.0
Kurimarau,terrestrial_reef_flat_perc,0.17
Kwajalein,terrestrial_reef_flat_perc,0.0
Lae,terrestrial_reef_flat_perc,0.0
Lamotrek,terrestrial_reef_flat_perc,0.0
Laualau,terrestrial_reef_flat_perc,0.0
Laysan,terrestrial_reef_flat_perc,42.53
Leli,terrestrial_reef_flat_perc,12.08
Lib,terrestrial_reef_flat_perc,0.0
Lihou,terrestrial_reef_flat_perc,0.0
Likiep,terrestrial_reef_flat_perc,0.0
Liot,terrestrial_reef_flat_perc,8.42
Lisianski,terrestrial_reef_flat_perc,0.08
Long_Reef,terrestrial_reef_flat_perc,0.09
Loraine_Anobat,terrestrial_reef_flat_perc,20.92
Losap,terrestrial_reef_flat_perc,0.0
Losiep,terrestrial_reef_flat_perc,0.0
Lukunor,terrestrial_reef_flat_perc,0.0
Mabui,terrestrial_reef_flat_perc,0.0
Maiana,terrestrial_reef_flat_perc,0.0
Majuro,terrestrial_reef_flat_perc,0.0
Makemo,terrestrial_reef_flat_perc,0.0
Makin,terrestrial_reef_flat_perc,0.0
Makunudhoo,terrestrial_reef_flat_perc,0.0
Malden,terrestrial_reef_flat_perc,0.0
Maloelap,terrestrial_reef_flat_perc,0.0
Malum,terrestrial_reef_flat_perc,0.0
Manihi,terrestrial_reef_flat_perc,0.0
Manihiki,terrestrial_reef_flat_perc,0.0
Manra,terrestrial_reef_flat_perc,0.0
Manuae,terrestrial_reef_flat_perc,0.0
Manuhangi,terrestrial_reef_flat_perc,0.0
Marakei,terrestrial_reef_flat_perc,0.0
Maria,terrestrial_reef_flat_perc,0.0
Maria_Est,terrestrial_reef_flat_perc,0.0
Marokau,terrestrial_reef_flat_perc,0.0
Marutea_Nord,terrestrial_reef_flat_perc,0.0
Marutea_Sud,terrestrial_reef_flat_perc,0.0
Mataiva,terrestrial_reef_flat_perc,0.0
Matureivavao,terrestrial_reef_flat_perc,0.0
Maupihaa,terrestrial_reef_flat_perc,0.0
Mellish,terrestrial_reef_flat_perc,0.0
Midway,terrestrial_reef_flat_perc,0.0
Mili,terrestrial_reef_flat_perc,0.0
Minicoy,terrestrial_reef_flat_perc,0.0
Mokil,terrestrial_reef_flat_perc,0.0
Morane,terrestrial_reef_flat_perc,0.0
Moruroa,terrestrial_reef_flat_perc,0.0
Motu_One,terrestrial_reef_flat_perc,0.0
Motutunga,terrestrial_reef_flat_perc,0.0
Mulaku,terrestrial_reef_flat_perc,0.0
Murilo,terrestrial_reef_flat_perc,0.0
Namoluk,terrestrial_reef_flat_perc,0.0
Namonuito,terrestrial_reef_flat_perc,0.0
Namorik,terrestrial_reef_flat_perc,0.0
Namu,terrestrial_reef_flat_perc,0.0
Nanumanga,terrestrial_reef_flat_perc,0.0
Nanumea,terrestrial_reef_flat_perc,0.0
Napuka,terrestrial_reef_flat_perc,0.0
Nengonengo,terrestrial_reef_flat_perc,0.0
Ngcheangel,terrestrial_reef_flat_perc,0.0
Ngulu,terrestrial_reef_flat_perc,0.0
Niau,terrestrial_reef_flat_perc,0.0
Nihiru,terrestrial_reef_flat_perc,0.0
Nikumaroro,terrestrial_reef_flat_perc,0.0
Nikunau,terrestrial_reef_flat_perc,0.0
Ninigo,terrestrial_reef_flat_perc,0.12
Nissan,terrestrial_reef_flat_perc,0.0
Niulakita,terrestrial_reef_flat_perc,5.71
Niutao,terrestrial_reef_flat_perc,0.0
Nomwin,terrestrial_reef_flat_perc,0.0
Nonouti,terrestrial_reef_flat_perc,0.0
North_Keeling,terrestrial_reef_flat_perc,9.36
North_Maalhosmadulu,terrestrial_reef_flat_perc,0.0
North_Male,terrestrial_reef_flat_perc,0.0
North_Nilandhe,terrestrial_reef_flat_perc,0.0
North_Tubbataha,terrestrial_reef_flat_perc,0.0
Nuguria,terrestrial_reef_flat_perc,0.0
Nui,terrestrial_reef_flat_perc,0.0
Nukapu,terrestrial_reef_flat_perc,0.0
Nukufetau,terrestrial_reef_flat_perc,0.0
Nukulaelae,terrestrial_reef_flat_perc,0.0
Nukumanu,terrestrial_reef_flat_perc,0.0
Nukumbasanga,terrestrial_reef_flat_perc,0.0
Nukunonu,terrestrial_reef_flat_perc,0.0
Nukuoro,terrestrial_reef_flat_perc,0.0
Nukusemanu,terrestrial_reef_flat_perc,0.15
Nukutepipi,terrestrial_reef_flat_perc,0.0
Numa_Miombilou,terrestrial_reef_flat_perc,0.22
Nupani,terrestrial_reef_flat_perc,0.0
Oeno,terrestrial_reef_flat_perc,0.0
Olimarao,terrestrial_reef_flat_perc,0.0
Onotoa,terrestrial_reef_flat_perc,0.0
Ontong_Java,terrestrial_reef_flat_perc,0.0
Oroluk,terrestrial_reef_flat_perc,0.0
Orona,terrestrial_reef_flat_perc,0.0
Pakin,terrestrial_reef_flat_perc,0.0
Palmerston,terrestrial_reef_flat_perc,0.0
Palmyra,terrestrial_reef_flat_perc,0.0
Paraoa,terrestrial_reef_flat_perc,0.0
Pearl_and_Hermes,terrestrial_reef_flat_perc,0.0
Peremul_Par,terrestrial_reef_flat_perc,0.0
Peros_Banhos,terrestrial_reef_flat_perc,0.0
Pinaki,terrestrial_reef_flat_perc,0.0
Pingelap,terrestrial_reef_flat_perc,0.0
Pinipel,terrestrial_reef_flat_perc,0.0
Platte,terrestrial_reef_flat_perc,0.0
Providence,terrestrial_reef_flat_perc,0.0
Pukapuka,terrestrial_reef_flat_perc,0.0
Puka-Puka,terrestrial_reef_flat_perc,0.0
Pukarua,terrestrial_reef_flat_perc,0.0
Pulap,terrestrial_reef_flat_perc,0.0
Pulusuk,terrestrial_reef_flat_perc,0.67
Puluwat,terrestrial_reef_flat_perc,0.0
Qelelevu,terrestrial_reef_flat_perc,0.0
Rakahanga,terrestrial_reef_flat_perc,0.0
Rangiroa,terrestrial_reef_flat_perc,0.0
Raraka,terrestrial_reef_flat_perc,0.0
Raroia,terrestrial_reef_flat_perc,0.0
Rasdhoo,terrestrial_reef_flat_perc,0.0
Ravahere,terrestrial_reef_flat_perc,0.0
Reao,terrestrial_reef_flat_perc,0.0
Redlick,terrestrial_reef_flat_perc,0.0
Reitoru,terrestrial_reef_flat_perc,0.0
Rekareka,terrestrial_reef_flat_perc,0.0
Rongelap,terrestrial_reef_flat_perc,0.0
Rongerik,terrestrial_reef_flat_perc,0.0
Rose,terrestrial_reef_flat_perc,0.0
Rowa,terrestrial_reef_flat_perc,0.0
Saloman,terrestrial_reef_flat_perc,0.0
Sama,terrestrial_reef_flat_perc,0.0
Samasuma,terrestrial_reef_flat_perc,0.0
Sapwuahfik,terrestrial_reef_flat_perc,0.0
Satawan,terrestrial_reef_flat_perc,0.0
Scilly,terrestrial_reef_flat_perc,0.0
Sikaiana,terrestrial_reef_flat_perc,0.0
Sorol,terrestrial_reef_flat_perc,0.0
South_Keeling,terrestrial_reef_flat_perc,0.2
South_Maalhosmadulu,terrestrial_reef_flat_perc,0.0
South_Male,terrestrial_reef_flat_perc,0.0
South_Nilandhe,terrestrial_reef_flat_perc,0.0
South_Tubbataha,terrestrial_reef_flat_perc,0.0
St_Francois,terrestrial_reef_flat_perc,0.0
St_Joseph,terrestrial_reef_flat_perc,0.0
Starbuck,terrestrial_reef_flat_perc,0.0
Suheli_Par,terrestrial_reef_flat_perc,0.0
Surprise,terrestrial_reef_flat_perc,0.0
Suwarrow,terrestrial_reef_flat_perc,0.0
Swains,terrestrial_reef_flat_perc,29.55
Tabiteuea,terrestrial_reef_flat_perc,0.0
Tabuaeran,terrestrial_reef_flat_perc,0.0
Taenga,terrestrial_reef_flat_perc,0.0
Tahanea,terrestrial_reef_flat_perc,0.0
Taiaro,terrestrial_reef_flat_perc,0.0
Taka,terrestrial_reef_flat_perc,0.0
Takapoto,terrestrial_reef_flat_perc,0.0
Takaroa,terrestrial_reef_flat_perc,0.0
Takume,terrestrial_reef_flat_perc,0.0
Takuu,terrestrial_reef_flat_perc,0.0
Tarawa,terrestrial_reef_flat_perc,0.0
Tatakoto,terrestrial_reef_flat_perc,0.0
Tauere,terrestrial_reef_flat_perc,0.0
Tekokota,terrestrial_reef_flat_perc,0.0
Temitangi,terrestrial_reef_flat_perc,0.0
Temoe,terrestrial_reef_flat_perc,0.0
Tenararo,terrestrial_reef_flat_perc,0.0
Tenaruga,terrestrial_reef_flat_perc,0.0
Tepoto,terrestrial_reef_flat_perc,0.0
Teraina,terrestrial_reef_flat_perc,0.0
Tetiaroa,terrestrial_reef_flat_perc,0.0
Thiladhunmathi,terrestrial_reef_flat_perc,0.0
Thoddoo,terrestrial_reef_flat_perc,0.0
Tikehau,terrestrial_reef_flat_perc,0.0
Tilianu,terrestrial_reef_flat_perc,30.59
Toau,terrestrial_reef_flat_perc,0.0
Tongareva,terrestrial_reef_flat_perc,0.0
Torlesse,terrestrial_reef_flat_perc,0.0
Tuanake,terrestrial_reef_flat_perc,0.0
Tupai,terrestrial_reef_flat_perc,0.0
Tureia,terrestrial_reef_flat_perc,0.0
Ujae,terrestrial_reef_flat_perc,0.0
Ujelang,terrestrial_reef_flat_perc,0.0
Ulithi,terrestrial_reef_flat_perc,0.07
Utirik,terrestrial_reef_flat_perc,0.0
Vahanga,terrestrial_reef_flat_perc,0.0
Vahitahi,terrestrial_reef_flat_perc,0.0
Vairaatea,terrestrial_reef_flat_perc,0.0
Vaitupu,terrestrial_reef_flat_perc,0.0
Vanavana,terrestrial_reef_flat_perc,0.0
Vattaru,terrestrial_reef_flat_perc,0.0
Wailagilala,terrestrial_reef_flat_perc,0.0
Wake,terrestrial_reef_flat_perc,0.0
West_Fayu,terrestrial_reef_flat_perc,0.0
