atoll,species,population
Malden,Hydroprogne_caspia,0.0
Maloelap,Hydroprogne_caspia,0.0
Malum,Hydroprogne_caspia,0.0
Manihi,Hydroprogne_caspia,0.0
Manihiki,Hydroprogne_caspia,0.0
Manra,Hydroprogne_caspia,0.0
Manuae,Hydroprogne_caspia,0.0
Manuhangi,Hydroprogne_caspia,0.0
Marakei,Hydroprogne_caspia,0.0
Maria,Hydroprogne_caspia,0.0
Maria_Est,Hydroprogne_caspia,0.0
Marokau,Hydroprogne_caspia,0.0
Marutea_Nord,Hydroprogne_caspia,0.0
Marutea_Sud,Hydroprogne_caspia,0.0
Mataiva,Hydroprogne_caspia,0.0
Matureivavao,Hydroprogne_caspia,0.0
Maupihaa,Hydroprogne_caspia,0.0
McKean,Hydroprogne_caspia,0.0
Midway,Hydroprogne_caspia,0.0
Miladhunmadulu,Hydroprogne_caspia,0.0
Mili,Hydroprogne_caspia,0.0
Minicoy,Hydroprogne_caspia,0.0
Mokil,Hydroprogne_caspia,0.0
Morane,Hydroprogne_caspia,0.0
Moruroa,Hydroprogne_caspia,0.0
Motu_One,Hydroprogne_caspia,0.0
Motutunga,Hydroprogne_caspia,0.0
Mulaku,Hydroprogne_caspia,0.0
Murilo,Hydroprogne_caspia,0.0
Namoluk,Hydroprogne_caspia,0.0
Namonuito,Hydroprogne_caspia,0.0
Namorik,Hydroprogne_caspia,0.0
Namu,Hydroprogne_caspia,0.0
Nanumanga,Hydroprogne_caspia,0.0
Nanumea,Hydroprogne_caspia,0.0
Napuka,Hydroprogne_caspia,0.0
Nengonengo,Hydroprogne_caspia,0.0
Ngcheangel,Hydroprogne_caspia,0.0
Ngulu,Hydroprogne_caspia,0.0
Niau,Hydroprogne_caspia,0.0
Nihiru,Hydroprogne_caspia,0.0
Nikumaroro,Hydroprogne_caspia,0.0
Nikunau,Hydroprogne_caspia,0.0
Ninigo,Hydroprogne_caspia,0.0
Niutao,Hydroprogne_caspia,0.0
Nomwin,Hydroprogne_caspia,0.0
Nonouti,Hydroprogne_caspia,0.0
North_Male,Hydroprogne_caspia,0.0
North_Nilandhe,Hydroprogne_caspia,0.0
Nuguria,Hydroprogne_caspia,0.0
Nui,Hydroprogne_caspia,0.0
Nukapu,Hydroprogne_caspia,0.0
Nukufetau,Hydroprogne_caspia,0.0
Nukulaelae,Hydroprogne_caspia,0.0
Nukumanu,Hydroprogne_caspia,0.0
Nukumbasanga,Hydroprogne_caspia,0.0
Nukunonu,Hydroprogne_caspia,0.0
Nukuoro,Hydroprogne_caspia,0.0
Nukutepipi,Hydroprogne_caspia,0.0
Numa_Miombilou,Hydroprogne_caspia,0.0
Nupani,Hydroprogne_caspia,0.0
Oeno,Hydroprogne_caspia,0.0
Olimarao,Hydroprogne_caspia,0.0
Onotoa,Hydroprogne_caspia,0.0
Ontong_Java,Hydroprogne_caspia,0.0
Oroluk,Hydroprogne_caspia,0.0
Orona,Hydroprogne_caspia,0.0
Pakin,Hydroprogne_caspia,0.0
Palmerston,Hydroprogne_caspia,0.0
Palmyra,Hydroprogne_caspia,0.0
Paraoa,Hydroprogne_caspia,0.0
Pearl_and_Hermes,Hydroprogne_caspia,0.0
Peremul_Par,Hydroprogne_caspia,0.0
Peros_Banhos,Hydroprogne_caspia,0.0
Pinaki,Hydroprogne_caspia,0.0
Pingelap,Hydroprogne_caspia,0.0
Pinipel,Hydroprogne_caspia,0.0
Pukapuka,Hydroprogne_caspia,0.0
Puka-Puka,Hydroprogne_caspia,0.0
Pukarua,Hydroprogne_caspia,0.0
Pulap,Hydroprogne_caspia,0.0
Pulusuk,Hydroprogne_caspia,0.0
Puluwat,Hydroprogne_caspia,0.0
Qelelevu,Hydroprogne_caspia,0.0
Rakahanga,Hydroprogne_caspia,0.0
Rangiroa,Hydroprogne_caspia,0.0
Raraka,Hydroprogne_caspia,0.0
Raroia,Hydroprogne_caspia,0.0
Rasdhoo,Hydroprogne_caspia,0.0
Ravahere,Hydroprogne_caspia,0.0
Rawaki,Hydroprogne_caspia,0.0
Reao,Hydroprogne_caspia,0.0
Redlick,Hydroprogne_caspia,0.0
Reitoru,Hydroprogne_caspia,0.0
Rekareka,Hydroprogne_caspia,0.0
Rongelap,Hydroprogne_caspia,0.0
Rongerik,Hydroprogne_caspia,0.0
Rose,Hydroprogne_caspia,0.0
Rowa,Hydroprogne_caspia,0.0
Saloman,Hydroprogne_caspia,0.0
Sama,Hydroprogne_caspia,0.0
Samasuma,Hydroprogne_caspia,0.0
Sapwuahfik,Hydroprogne_caspia,0.0
Satawan,Hydroprogne_caspia,0.0
Scilly,Hydroprogne_caspia,0.0
Sorol,Hydroprogne_caspia,0.0
South_Maalhosmadulu,Hydroprogne_caspia,0.0
South_Nilandhe,Hydroprogne_caspia,0.0
St_Francois,Hydroprogne_caspia,0.0
St_Joseph,Hydroprogne_caspia,0.0
Starbuck,Hydroprogne_caspia,0.0
Suheli_Par,Hydroprogne_caspia,0.0
Surprise,Hydroprogne_caspia,0.0
Suwarrow,Hydroprogne_caspia,0.0
Swains,Hydroprogne_caspia,0.0
Tabiteuea,Hydroprogne_caspia,0.0
Tabuaeran,Hydroprogne_caspia,0.0
Taenga,Hydroprogne_caspia,0.0
Tahanea,Hydroprogne_caspia,0.0
Taiaro,Hydroprogne_caspia,0.0
Taka,Hydroprogne_caspia,0.0
Takapoto,Hydroprogne_caspia,0.0
Takaroa,Hydroprogne_caspia,0.0
Takume,Hydroprogne_caspia,0.0
Takuu,Hydroprogne_caspia,0.0
Tarawa,Hydroprogne_caspia,0.0
Tatakoto,Hydroprogne_caspia,0.0
Tauere,Hydroprogne_caspia,0.0
Tekokota,Hydroprogne_caspia,0.0
Temitangi,Hydroprogne_caspia,0.0
Temoe,Hydroprogne_caspia,0.0
Tenararo,Hydroprogne_caspia,0.0
Tenaruga,Hydroprogne_caspia,0.0
Tepoto,Hydroprogne_caspia,0.0
Teraina,Hydroprogne_caspia,0.0
Tetiaroa,Hydroprogne_caspia,0.0
Thiladhunmathi,Hydroprogne_caspia,0.0
Tikehau,Hydroprogne_caspia,0.0
Toau,Hydroprogne_caspia,0.0
Tongareva,Hydroprogne_caspia,0.0
Tuanake,Hydroprogne_caspia,0.0
Tubbataha,Hydroprogne_caspia,0.0
Tupai,Hydroprogne_caspia,0.0
Tureia,Hydroprogne_caspia,0.0
Ujae,Hydroprogne_caspia,0.0
Ujelang,Hydroprogne_caspia,0.0
Ulithi,Hydroprogne_caspia,0.0
Utirik,Hydroprogne_caspia,0.0
Vahanga,Hydroprogne_caspia,0.0
Vahitahi,Hydroprogne_caspia,0.0
Vairaatea,Hydroprogne_caspia,0.0
Vaitupu,Hydroprogne_caspia,0.0
Vanavana,Hydroprogne_caspia,0.0
Vattaru,Hydroprogne_caspia,0.0
Wailagilala,Hydroprogne_caspia,0.0
Wake,Hydroprogne_caspia,0.0
West_Fayu,Hydroprogne_caspia,0.0
Woleai,Hydroprogne_caspia,0.0
Wotho,Hydroprogne_caspia,0.0
Wotje,Hydroprogne_caspia,0.0
Abaiang,Thalasseus_bengalensis,0.0
Abariringa,Thalasseus_bengalensis,0.0
Abemama,Thalasseus_bengalensis,0.0
Addu,Thalasseus_bengalensis,0.0
Ahe,Thalasseus_bengalensis,0.0
Ahunui,Thalasseus_bengalensis,0.0
Ailinginae,Thalasseus_bengalensis,0.0
Ailinglaplap,Thalasseus_bengalensis,0.0
Ailuk,Thalasseus_bengalensis,0.0
Aldabra,Thalasseus_bengalensis,0.0
Alphonse,Thalasseus_bengalensis,0.0
Amanu,Thalasseus_bengalensis,0.0
Anaa,Thalasseus_bengalensis,0.0
Analtin,Thalasseus_bengalensis,0.0
Ant,Thalasseus_bengalensis,0.0
Anuanuraro,Thalasseus_bengalensis,0.0
Anuanurunga,Thalasseus_bengalensis,0.0
Apataki,Thalasseus_bengalensis,0.0
Aranuka,Thalasseus_bengalensis,0.0
Aratika,Thalasseus_bengalensis,0.0
Ari,Thalasseus_bengalensis,0.0
Arno,Thalasseus_bengalensis,0.0
Arutua,Thalasseus_bengalensis,0.0
Astove,Thalasseus_bengalensis,0.0
Atafu,Thalasseus_bengalensis,0.0
Aur,Thalasseus_bengalensis,0.0
Awin,Thalasseus_bengalensis,0.0
Bangaram,Thalasseus_bengalensis,246.0
Beautemps-Beaupre,Thalasseus_bengalensis,0.0
Bellona,Thalasseus_bengalensis,0.0
Beru,Thalasseus_bengalensis,0.0
Bikar,Thalasseus_bengalensis,0.0
Bikini,Thalasseus_bengalensis,0.0
Birnie,Thalasseus_bengalensis,0.0
Bitra_Par,Thalasseus_bengalensis,4.0
Bokaak,Thalasseus_bengalensis,0.0
Bramble_Haven,Thalasseus_bengalensis,0.0
Budibudi,Thalasseus_bengalensis,0.0
Butaritari,Thalasseus_bengalensis,0.0
Byramgore,Thalasseus_bengalensis,500.0
Caroline,Thalasseus_bengalensis,0.0
Cherbaniani,Thalasseus_bengalensis,760.0
Chesterfield,Thalasseus_bengalensis,0.0
Chetlat,Thalasseus_bengalensis,0.0
Clipperton,Thalasseus_bengalensis,0.0
Cocos,Thalasseus_bengalensis,0.0
Conflict,Thalasseus_bengalensis,0.0
Cosmoledo,Thalasseus_bengalensis,0.0
Diego_Garcia,Thalasseus_bengalensis,0.0
Ducie,Thalasseus_bengalensis,0.0
Eauripik,Thalasseus_bengalensis,0.0
Ebon,Thalasseus_bengalensis,0.0
Egmont,Thalasseus_bengalensis,0.0
Egum,Thalasseus_bengalensis,0.0
Elato,Thalasseus_bengalensis,0.0
Enderbury,Thalasseus_bengalensis,0.0
Eniwetok,Thalasseus_bengalensis,0.0
Erikub,Thalasseus_bengalensis,0.0
Etal,Thalasseus_bengalensis,0.0
Europa,Thalasseus_bengalensis,0.0
Faadhippolhu,Thalasseus_bengalensis,0.0
Faaite,Thalasseus_bengalensis,0.0
Fakahina,Thalasseus_bengalensis,0.0
Fakaofo,Thalasseus_bengalensis,0.0
Fakarava,Thalasseus_bengalensis,0.0
Fangatau,Thalasseus_bengalensis,0.0
Fangataufa,Thalasseus_bengalensis,0.0
Faraulep,Thalasseus_bengalensis,0.0
Farquhar,Thalasseus_bengalensis,0.0
Felidhu,Thalasseus_bengalensis,0.0
French_Frigate_Shoals,Thalasseus_bengalensis,0.0
Funafuti,Thalasseus_bengalensis,0.0
Gaafaru,Thalasseus_bengalensis,0.0
Glorioso,Thalasseus_bengalensis,0.0
Great_Chagos_Bank,Thalasseus_bengalensis,0.0
Haddhunmathi,Thalasseus_bengalensis,0.0
Hao,Thalasseus_bengalensis,0.0
Haraiki,Thalasseus_bengalensis,0.0
Helen,Thalasseus_bengalensis,0.0
Hereheretui,Thalasseus_bengalensis,0.0
Hikueru,Thalasseus_bengalensis,0.0
Hiti,Thalasseus_bengalensis,0.0
Huon,Thalasseus_bengalensis,0.0
Huvadhu,Thalasseus_bengalensis,0.0
Ifalik,Thalasseus_bengalensis,0.0
Ihavandhippolu,Thalasseus_bengalensis,0.0
Jaluit,Thalasseus_bengalensis,0.0
Jemo,Thalasseus_bengalensis,0.0
Johnston,Thalasseus_bengalensis,0.0
Kademat,Thalasseus_bengalensis,50.0
Kalpeni,Thalasseus_bengalensis,0.0
Kapingamarangi,Thalasseus_bengalensis,0.0
Katiu,Thalasseus_bengalensis,0.0
Kauehi,Thalasseus_bengalensis,0.0
Kaukura,Thalasseus_bengalensis,0.0
Kavaratti,Thalasseus_bengalensis,0.0
Kilinailau,Thalasseus_bengalensis,0.0
Kiltan,Thalasseus_bengalensis,0.0
Kiritimati,Thalasseus_bengalensis,0.0
Kolhumadulu,Thalasseus_bengalensis,0.0
Kuop,Thalasseus_bengalensis,0.0
Kure,Thalasseus_bengalensis,0.0
Kuria,Thalasseus_bengalensis,0.0
Kwajalein,Thalasseus_bengalensis,0.0
Lae,Thalasseus_bengalensis,0.0
Lamotrek,Thalasseus_bengalensis,0.0
Laualau,Thalasseus_bengalensis,0.0
Laysan,Thalasseus_bengalensis,0.0
Lib,Thalasseus_bengalensis,0.0
Likiep,Thalasseus_bengalensis,0.0
Liot,Thalasseus_bengalensis,0.0
Lisianski,Thalasseus_bengalensis,0.0
Long_Reef,Thalasseus_bengalensis,0.0
Losap,Thalasseus_bengalensis,0.0
Lukunor,Thalasseus_bengalensis,0.0
Maalhosmadulu,Thalasseus_bengalensis,0.0
Maiana,Thalasseus_bengalensis,0.0
Majuro,Thalasseus_bengalensis,0.0
Makemo,Thalasseus_bengalensis,0.0
Makunudhoo,Thalasseus_bengalensis,0.0
Malden,Thalasseus_bengalensis,0.0
Maloelap,Thalasseus_bengalensis,0.0
Malum,Thalasseus_bengalensis,0.0
Manihi,Thalasseus_bengalensis,0.0
Manihiki,Thalasseus_bengalensis,0.0
Manra,Thalasseus_bengalensis,0.0
Manuae,Thalasseus_bengalensis,0.0
Manuhangi,Thalasseus_bengalensis,0.0
Marakei,Thalasseus_bengalensis,0.0
Maria,Thalasseus_bengalensis,0.0
Maria_Est,Thalasseus_bengalensis,0.0
Marokau,Thalasseus_bengalensis,0.0
Marutea_Nord,Thalasseus_bengalensis,0.0
Marutea_Sud,Thalasseus_bengalensis,0.0
Mataiva,Thalasseus_bengalensis,0.0
Matureivavao,Thalasseus_bengalensis,0.0
Maupihaa,Thalasseus_bengalensis,0.0
McKean,Thalasseus_bengalensis,0.0
Midway,Thalasseus_bengalensis,0.0
Miladhunmadulu,Thalasseus_bengalensis,0.0
Mili,Thalasseus_bengalensis,0.0
Minicoy,Thalasseus_bengalensis,0.0
Mokil,Thalasseus_bengalensis,0.0
Morane,Thalasseus_bengalensis,0.0
Moruroa,Thalasseus_bengalensis,0.0
Motu_One,Thalasseus_bengalensis,0.0
Motutunga,Thalasseus_bengalensis,0.0
Mulaku,Thalasseus_bengalensis,0.0
Murilo,Thalasseus_bengalensis,0.0
Namoluk,Thalasseus_bengalensis,0.0
Namonuito,Thalasseus_bengalensis,0.0
Namorik,Thalasseus_bengalensis,0.0
Namu,Thalasseus_bengalensis,0.0
Nanumanga,Thalasseus_bengalensis,0.0
Nanumea,Thalasseus_bengalensis,0.0
Napuka,Thalasseus_bengalensis,0.0
Nengonengo,Thalasseus_bengalensis,0.0
Ngcheangel,Thalasseus_bengalensis,0.0
Ngulu,Thalasseus_bengalensis,0.0
Niau,Thalasseus_bengalensis,0.0
Nihiru,Thalasseus_bengalensis,0.0
Nikumaroro,Thalasseus_bengalensis,0.0
Nikunau,Thalasseus_bengalensis,0.0
Ninigo,Thalasseus_bengalensis,0.0
Niutao,Thalasseus_bengalensis,0.0
Nomwin,Thalasseus_bengalensis,0.0
Nonouti,Thalasseus_bengalensis,0.0
North_Male,Thalasseus_bengalensis,0.0
North_Nilandhe,Thalasseus_bengalensis,0.0
Nuguria,Thalasseus_bengalensis,0.0
Nui,Thalasseus_bengalensis,0.0
Nukapu,Thalasseus_bengalensis,0.0
Nukufetau,Thalasseus_bengalensis,0.0
Nukulaelae,Thalasseus_bengalensis,0.0
Nukumanu,Thalasseus_bengalensis,0.0
Nukumbasanga,Thalasseus_bengalensis,0.0
Nukunonu,Thalasseus_bengalensis,0.0
Nukuoro,Thalasseus_bengalensis,0.0
Nukutepipi,Thalasseus_bengalensis,0.0
Numa_Miombilou,Thalasseus_bengalensis,0.0
Nupani,Thalasseus_bengalensis,0.0
Oeno,Thalasseus_bengalensis,0.0
Olimarao,Thalasseus_bengalensis,0.0
Onotoa,Thalasseus_bengalensis,0.0
Ontong_Java,Thalasseus_bengalensis,0.0
Oroluk,Thalasseus_bengalensis,0.0
Orona,Thalasseus_bengalensis,0.0
Pakin,Thalasseus_bengalensis,0.0
Palmerston,Thalasseus_bengalensis,0.0
Palmyra,Thalasseus_bengalensis,0.0
Paraoa,Thalasseus_bengalensis,0.0
Pearl_and_Hermes,Thalasseus_bengalensis,0.0
Peremul_Par,Thalasseus_bengalensis,70.0
Peros_Banhos,Thalasseus_bengalensis,0.0
Pinaki,Thalasseus_bengalensis,0.0
Pingelap,Thalasseus_bengalensis,0.0
Pinipel,Thalasseus_bengalensis,0.0
Pukapuka,Thalasseus_bengalensis,0.0
Puka-Puka,Thalasseus_bengalensis,0.0
Pukarua,Thalasseus_bengalensis,0.0
Pulap,Thalasseus_bengalensis,0.0
Pulusuk,Thalasseus_bengalensis,0.0
Puluwat,Thalasseus_bengalensis,0.0
Qelelevu,Thalasseus_bengalensis,0.0
Rakahanga,Thalasseus_bengalensis,0.0
Rangiroa,Thalasseus_bengalensis,0.0
Raraka,Thalasseus_bengalensis,0.0
Raroia,Thalasseus_bengalensis,0.0
Rasdhoo,Thalasseus_bengalensis,0.0
Ravahere,Thalasseus_bengalensis,0.0
Rawaki,Thalasseus_bengalensis,0.0
Reao,Thalasseus_bengalensis,0.0
Redlick,Thalasseus_bengalensis,0.0
Reitoru,Thalasseus_bengalensis,0.0
Rekareka,Thalasseus_bengalensis,0.0
Rongelap,Thalasseus_bengalensis,0.0
Rongerik,Thalasseus_bengalensis,0.0
Rose,Thalasseus_bengalensis,0.0
Rowa,Thalasseus_bengalensis,0.0
Saloman,Thalasseus_bengalensis,0.0
Sama,Thalasseus_bengalensis,0.0
Samasuma,Thalasseus_bengalensis,0.0
Sapwuahfik,Thalasseus_bengalensis,0.0
Satawan,Thalasseus_bengalensis,0.0
Scilly,Thalasseus_bengalensis,0.0
Sorol,Thalasseus_bengalensis,0.0
South_Maalhosmadulu,Thalasseus_bengalensis,0.0
South_Nilandhe,Thalasseus_bengalensis,0.0
St_Francois,Thalasseus_bengalensis,0.0
St_Joseph,Thalasseus_bengalensis,0.0
Starbuck,Thalasseus_bengalensis,0.0
Suheli_Par,Thalasseus_bengalensis,1000.0
Surprise,Thalasseus_bengalensis,0.0
Suwarrow,Thalasseus_bengalensis,0.0
Swains,Thalasseus_bengalensis,0.0
Tabiteuea,Thalasseus_bengalensis,0.0
Tabuaeran,Thalasseus_bengalensis,0.0
Taenga,Thalasseus_bengalensis,0.0
Tahanea,Thalasseus_bengalensis,0.0
Taiaro,Thalasseus_bengalensis,0.0
Taka,Thalasseus_bengalensis,0.0
Takapoto,Thalasseus_bengalensis,0.0
Takaroa,Thalasseus_bengalensis,0.0
Takume,Thalasseus_bengalensis,0.0
Takuu,Thalasseus_bengalensis,0.0
Tarawa,Thalasseus_bengalensis,0.0
Tatakoto,Thalasseus_bengalensis,0.0
Tauere,Thalasseus_bengalensis,0.0
Tekokota,Thalasseus_bengalensis,0.0
Temitangi,Thalasseus_bengalensis,0.0
Temoe,Thalasseus_bengalensis,0.0
Tenararo,Thalasseus_bengalensis,0.0
Tenaruga,Thalasseus_bengalensis,0.0
Tepoto,Thalasseus_bengalensis,0.0
Teraina,Thalasseus_bengalensis,0.0
Tetiaroa,Thalasseus_bengalensis,0.0
Thiladhunmathi,Thalasseus_bengalensis,0.0
Tikehau,Thalasseus_bengalensis,0.0
Toau,Thalasseus_bengalensis,0.0
Tongareva,Thalasseus_bengalensis,0.0
Tuanake,Thalasseus_bengalensis,0.0
Tubbataha,Thalasseus_bengalensis,0.0
Tupai,Thalasseus_bengalensis,0.0
Tureia,Thalasseus_bengalensis,0.0
Ujae,Thalasseus_bengalensis,0.0
Ujelang,Thalasseus_bengalensis,0.0
Ulithi,Thalasseus_bengalensis,0.0
Utirik,Thalasseus_bengalensis,0.0
Vahanga,Thalasseus_bengalensis,0.0
Vahitahi,Thalasseus_bengalensis,0.0
Vairaatea,Thalasseus_bengalensis,0.0
Vaitupu,Thalasseus_bengalensis,0.0
Vanavana,Thalasseus_bengalensis,0.0
Vattaru,Thalasseus_bengalensis,0.0
Wailagilala,Thalasseus_bengalensis,0.0
Wake,Thalasseus_bengalensis,0.0
West_Fayu,Thalasseus_bengalensis,0.0
Woleai,Thalasseus_bengalensis,0.0
Wotho,Thalasseus_bengalensis,0.0
Wotje,Thalasseus_bengalensis,0.0
Abaiang,Sternula_nereis,0.0
Abariringa,Sternula_nereis,0.0
Abemama,Sternula_nereis,0.0
Addu,Sternula_nereis,0.0
Ahe,Sternula_nereis,0.0
Ahunui,Sternula_nereis,0.0
Ailinginae,Sternula_nereis,0.0
Ailinglaplap,Sternula_nereis,0.0
Ailuk,Sternula_nereis,0.0
Aldabra,Sternula_nereis,0.0
Alphonse,Sternula_nereis,0.0
Amanu,Sternula_nereis,0.0
Anaa,Sternula_nereis,0.0
Analtin,Sternula_nereis,0.0
Ant,Sternula_nereis,0.0
Anuanuraro,Sternula_nereis,0.0
Anuanurunga,Sternula_nereis,0.0
Apataki,Sternula_nereis,0.0
Aranuka,Sternula_nereis,0.0
Aratika,Sternula_nereis,0.0
Ari,Sternula_nereis,0.0
Arno,Sternula_nereis,0.0
Arutua,Sternula_nereis,0.0
Astove,Sternula_nereis,0.0
Atafu,Sternula_nereis,0.0
Aur,Sternula_nereis,0.0
Awin,Sternula_nereis,0.0
Bangaram,Sternula_nereis,0.0
Beautemps-Beaupre,Sternula_nereis,0.0
Bellona,Sternula_nereis,0.0
Beru,Sternula_nereis,0.0
Bikar,Sternula_nereis,0.0
Bikini,Sternula_nereis,0.0
Birnie,Sternula_nereis,0.0
Bitra_Par,Sternula_nereis,0.0
Bokaak,Sternula_nereis,0.0
Bramble_Haven,Sternula_nereis,0.0
Budibudi,Sternula_nereis,0.0
Butaritari,Sternula_nereis,0.0
Byramgore,Sternula_nereis,0.0
Caroline,Sternula_nereis,0.0
Cherbaniani,Sternula_nereis,0.0
Chesterfield,Sternula_nereis,82.0
Chetlat,Sternula_nereis,0.0
Clipperton,Sternula_nereis,0.0
Cocos,Sternula_nereis,0.0
Conflict,Sternula_nereis,0.0
Cosmoledo,Sternula_nereis,0.0
Diego_Garcia,Sternula_nereis,0.0
Ducie,Sternula_nereis,0.0
Eauripik,Sternula_nereis,0.0
Ebon,Sternula_nereis,0.0
Egmont,Sternula_nereis,0.0
Egum,Sternula_nereis,0.0
Elato,Sternula_nereis,0.0
Enderbury,Sternula_nereis,0.0
Eniwetok,Sternula_nereis,0.0
Erikub,Sternula_nereis,0.0
Etal,Sternula_nereis,0.0
Europa,Sternula_nereis,0.0
Faadhippolhu,Sternula_nereis,0.0
Faaite,Sternula_nereis,0.0
Fakahina,Sternula_nereis,0.0
Fakaofo,Sternula_nereis,0.0
Fakarava,Sternula_nereis,0.0
Fangatau,Sternula_nereis,0.0
Fangataufa,Sternula_nereis,0.0
Faraulep,Sternula_nereis,0.0
Farquhar,Sternula_nereis,0.0
Felidhu,Sternula_nereis,0.0
French_Frigate_Shoals,Sternula_nereis,0.0
Funafuti,Sternula_nereis,0.0
Gaafaru,Sternula_nereis,0.0
Glorioso,Sternula_nereis,0.0
Great_Chagos_Bank,Sternula_nereis,0.0
Haddhunmathi,Sternula_nereis,0.0
Hao,Sternula_nereis,0.0
Haraiki,Sternula_nereis,0.0
Helen,Sternula_nereis,0.0
Hereheretui,Sternula_nereis,0.0
Hikueru,Sternula_nereis,0.0
Hiti,Sternula_nereis,0.0
Huon,Sternula_nereis,5.0
Huvadhu,Sternula_nereis,0.0
Ifalik,Sternula_nereis,0.0
Ihavandhippolu,Sternula_nereis,0.0
Jaluit,Sternula_nereis,0.0
Jemo,Sternula_nereis,0.0
Johnston,Sternula_nereis,0.0
Kademat,Sternula_nereis,0.0
Kalpeni,Sternula_nereis,0.0
Kapingamarangi,Sternula_nereis,0.0
Katiu,Sternula_nereis,0.0
Kauehi,Sternula_nereis,0.0
Kaukura,Sternula_nereis,0.0
Kavaratti,Sternula_nereis,0.0
Kilinailau,Sternula_nereis,0.0
Kiltan,Sternula_nereis,0.0
Kiritimati,Sternula_nereis,0.0
Kolhumadulu,Sternula_nereis,0.0
Kuop,Sternula_nereis,0.0
Kure,Sternula_nereis,0.0
Kuria,Sternula_nereis,0.0
Kwajalein,Sternula_nereis,0.0
Lae,Sternula_nereis,0.0
Lamotrek,Sternula_nereis,0.0
Laualau,Sternula_nereis,0.0
Laysan,Sternula_nereis,0.0
Lib,Sternula_nereis,0.0
Likiep,Sternula_nereis,0.0
Liot,Sternula_nereis,0.0
Lisianski,Sternula_nereis,0.0
Long_Reef,Sternula_nereis,0.0
Losap,Sternula_nereis,0.0
Lukunor,Sternula_nereis,0.0
Maalhosmadulu,Sternula_nereis,0.0
Maiana,Sternula_nereis,0.0
Majuro,Sternula_nereis,0.0
Makemo,Sternula_nereis,0.0
Makunudhoo,Sternula_nereis,0.0
Malden,Sternula_nereis,0.0
Maloelap,Sternula_nereis,0.0
Malum,Sternula_nereis,0.0
Manihi,Sternula_nereis,0.0
Manihiki,Sternula_nereis,0.0
Manra,Sternula_nereis,0.0
Manuae,Sternula_nereis,0.0
Manuhangi,Sternula_nereis,0.0
Marakei,Sternula_nereis,0.0
Maria,Sternula_nereis,0.0
Maria_Est,Sternula_nereis,0.0
Marokau,Sternula_nereis,0.0
Marutea_Nord,Sternula_nereis,0.0
Marutea_Sud,Sternula_nereis,0.0
Mataiva,Sternula_nereis,0.0
Matureivavao,Sternula_nereis,0.0
Maupihaa,Sternula_nereis,0.0
McKean,Sternula_nereis,0.0
Midway,Sternula_nereis,0.0
Miladhunmadulu,Sternula_nereis,0.0
Mili,Sternula_nereis,0.0
Minicoy,Sternula_nereis,0.0
Mokil,Sternula_nereis,0.0
Morane,Sternula_nereis,0.0
Moruroa,Sternula_nereis,0.0
Motu_One,Sternula_nereis,0.0
Motutunga,Sternula_nereis,0.0
Mulaku,Sternula_nereis,0.0
Murilo,Sternula_nereis,0.0
Namoluk,Sternula_nereis,0.0
Namonuito,Sternula_nereis,0.0
Namorik,Sternula_nereis,0.0
Namu,Sternula_nereis,0.0
Nanumanga,Sternula_nereis,0.0
Nanumea,Sternula_nereis,0.0
Napuka,Sternula_nereis,0.0
Nengonengo,Sternula_nereis,0.0
Ngcheangel,Sternula_nereis,0.0
Ngulu,Sternula_nereis,0.0
Niau,Sternula_nereis,0.0
Nihiru,Sternula_nereis,0.0
Nikumaroro,Sternula_nereis,0.0
Nikunau,Sternula_nereis,0.0
Ninigo,Sternula_nereis,0.0
Niutao,Sternula_nereis,0.0
Nomwin,Sternula_nereis,0.0
Nonouti,Sternula_nereis,0.0
North_Male,Sternula_nereis,0.0
North_Nilandhe,Sternula_nereis,0.0
Nuguria,Sternula_nereis,0.0
Nui,Sternula_nereis,0.0
Nukapu,Sternula_nereis,0.0
Nukufetau,Sternula_nereis,0.0
Nukulaelae,Sternula_nereis,0.0
Nukumanu,Sternula_nereis,0.0
Nukumbasanga,Sternula_nereis,0.0
Nukunonu,Sternula_nereis,0.0
Nukuoro,Sternula_nereis,0.0
Nukutepipi,Sternula_nereis,0.0
Numa_Miombilou,Sternula_nereis,0.0
Nupani,Sternula_nereis,0.0
Oeno,Sternula_nereis,0.0
Olimarao,Sternula_nereis,0.0
Onotoa,Sternula_nereis,0.0
Ontong_Java,Sternula_nereis,0.0
Oroluk,Sternula_nereis,0.0
Orona,Sternula_nereis,0.0
Pakin,Sternula_nereis,0.0
Palmerston,Sternula_nereis,0.0
Palmyra,Sternula_nereis,0.0
Paraoa,Sternula_nereis,0.0
Pearl_and_Hermes,Sternula_nereis,0.0
Peremul_Par,Sternula_nereis,0.0
Peros_Banhos,Sternula_nereis,0.0
Pinaki,Sternula_nereis,0.0
Pingelap,Sternula_nereis,0.0
Pinipel,Sternula_nereis,0.0
Pukapuka,Sternula_nereis,0.0
Puka-Puka,Sternula_nereis,0.0
Pukarua,Sternula_nereis,0.0
Pulap,Sternula_nereis,0.0
Pulusuk,Sternula_nereis,0.0
Puluwat,Sternula_nereis,0.0
Qelelevu,Sternula_nereis,0.0
Rakahanga,Sternula_nereis,0.0
Rangiroa,Sternula_nereis,0.0
Raraka,Sternula_nereis,0.0
Raroia,Sternula_nereis,0.0
Rasdhoo,Sternula_nereis,0.0
