Species,atoll,reference,Order,Family
"Clubiona cf. upoluensis (Marples, 1964)",Rose,"Peck, R.W., et al. (2014) Arthropods of Rose atoll with special reference to ants and Pulvianaria urbicola scales (Hemiptera: Coccidae) on Pisonia grandis trees",Araneae,Clubionidae
"Creugas gulosus (Thorell, 1878)",Midway,"Nishida, G.M. & Beardsley, J.W. (2002) A review of the insects and related arthropods of Midway atoll",Araneae,Corinnidae
"Desis gardineri (Pocock, 1904)",Kavaratti,"Singh, R., & Singh, G. (2022) Updated checklist of spider diversity (Arachnida: Araneae) in three union territories of India",Araneae,Desidae
"Paratheuma armara (Marples, 1964)",Swains,"Kami, K.S., & Miller, S.E. (1998) Samoan insects and related arthropods: checklist and bibliography",Araneae,Dictynidae
"Masteria hirsuta (L.Koch, 1873)",Eniwetok,"Roewer, C.F.R. (1963) Insects of Micronesia - Araneina: Orthognatha, Labidognatha",Araneae,Dipluridae
"Pritha bakeri (Berland, 1938)",Abariringa,"Marples, B.J. (1964) Spiders from some Pacific Islands, Part V",Araneae,Filistatidae
"Pritha bakeri (Berland, 1938)",Kiritimati,"Berland, L. (1942) Polynesian spiders",Araneae,Filistatidae
"Camillina aldabrae (Strand, 1907)",Aldabra,"Nentwig, W., Derepas, B., & Gloor, D. (2019) Diversity and origin of the spider fauna of Indian Ocean islands",Araneae,Gnaphosidae
"Camillina elegans (Bryant, 1940)",Midway,"Nishida, G.M. & Beardsley, J.W. (2002) A review of the insects and related arthropods of Midway atoll",Araneae,Gnaphosidae
"Trachyzelotes kulczynskii (Bösenberg, 1902)",Ducie,"Benton, T.G., & Lehtinen, P.T. (1995) Biodiversity and origin of the non-flying terrestrial arthropods of Henderson Island",Araneae,Gnaphosidae
"Hersilia aldabrensis (Foord & Dippenaar-Schoeman, 2006)",Aldabra,"Nentwig, W., Derepas, B., & Gloor, D. (2019) Diversity and origin of the spider fauna of Indian Ocean islands",Araneae,Hersiliidae
"Hersilia savignyi (Lucas, 1836)",Kavaratti,"Singh, R., & Singh, G. (2022) Updated checklist of spider diversity (Arachnida: Araneae) in three union territories of India",Araneae,Hersiliidae
Coloncus sp.,Midway,"Suehiro, A. (1960) Insects and other arthropods from Midway atoll",Araneae,Linyphiidae
"Erigone prominens (Bösenberg & Strand, 1906)",Majuro,"Beatty, J.A., Berry, J.W., & Millidge, A.F. (1991) The linyphiid spiders of Micronesia and Polynesia, with notes on distributions and habitats",Araneae,Linyphiidae
Erigone sp.,Eniwetok,"Samuelson, G.A., & Nishida, G.M. (1987) Insects and allies (arthropods) of Enewetak atoll",Araneae,Linyphiidae
"Maorineta ambigua (Millidge, 1991)",Majuro,"Beatty, J.A., Berry, J.W., & Millidge, A.F. (1991) The linyphiid spiders of Micronesia and Polynesia, with notes on distributions and habitats",Araneae,Linyphiidae
"Metalepthyphantes praecipuus (Locket, 1968)",Aldabra,"Nentwig, W., Derepas, B., & Gloor, D. (2019) Diversity and origin of the spider fauna of Indian Ocean islands",Araneae,Linyphiidae
"Neonesiotes remiformis (Millidge, 1991)",Kwajalein,"Beatty, J.A., Berry, J.W., & Millidge, A.F. (1991) The linyphiid spiders of Micronesia and Polynesia, with notes on distributions and habitats",Araneae,Linyphiidae
"Neonesiotes remiformis (Millidge, 1991)",Majuro,"Beatty, J.A., Berry, J.W., & Millidge, A.F. (1991) The linyphiid spiders of Micronesia and Polynesia, with notes on distributions and habitats",Araneae,Linyphiidae
"Nesioneta lepida (Millidge, 1991)",Kwajalein,"Beatty, J.A., Berry, J.W., & Millidge, A.F. (1991) The linyphiid spiders of Micronesia and Polynesia, with notes on distributions and habitats",Araneae,Linyphiidae
"Nesioneta lepida (Millidge, 1991)",Majuro,"Beatty, J.A., Berry, J.W., & Millidge, A.F. (1991) The linyphiid spiders of Micronesia and Polynesia, with notes on distributions and habitats",Araneae,Linyphiidae
"Nesioneta lepida (Millidge, 1991)",Ngcheangel,"Beatty, J.A., Berry, J.W., & Millidge, A.F. (1991) The linyphiid spiders of Micronesia and Polynesia, with notes on distributions and habitats",Araneae,Linyphiidae
"Nesioneta pacificana (Berland, 1935)",Rangiroa,"Beatty, J.A., Berry, J.W., & Millidge, A.F. (1991) The linyphiid spiders of Micronesia and Polynesia, with notes on distributions and habitats",Araneae,Linyphiidae
"Tennesseellum formica (Emerton, 1882)",Kwajalein,"Beatty, J.A., Berry, J.W., & Millidge, A.F. (1991) The linyphiid spiders of Micronesia and Polynesia, with notes on distributions and habitats",Araneae,Linyphiidae
"Alopecosa oahuensis (Keyserling, 1890)",Laysan,"Butler, G.D. (1961) Insects and other arthropods from Laysan Island",Araneae,Lycosidae
"Bristowiella seychellensis (Bristowe, 1973)",Aldabra,"Nentwig, W., Derepas, B., & Gloor, D. (2019) Diversity and origin of the spider fauna of Indian Ocean islands",Araneae,Lycosidae
"Hogna crispipes (L.Koch, 1877)",Rose,"Peck, R.W., et al. (2014) Arthropods of Rose atoll with special reference to ants and Pulvianaria urbicola scales (Hemiptera: Coccidae) on Pisonia grandis trees",Araneae,Lycosidae
"Hogna crispipes (L.Koch, 1877)",Takapoto,"Dierkens, M., & Ramage, T. (2016) Deuxième contribution à la connaissance des araignées de Polynésie francaise. Bilan des espèces présentes et description de Theridion charlatti n. sp. et Glenognatha ledouxi n.sp.",Araneae,Lycosidae
Lycosa sp.,South Keeling,"Wood-Jones, F. (1909) The fauna of the Cocos-Keeling Atoll, collected by F. Wood-Jones",Araneae,Lycosidae
"Trochosa urbana (O.Pickard-Cambridge, 1876)",Astove,"Hirst, S. (1911) No. XVIII - The Araneae, Opiliones and Pseudoscorpiones",Araneae,Lycosidae
"Venatrix palau (Framenau, 2006)",Ngcheangel,"Framenau, V.W. (2006) The wolf spider genus Venatrix Roewer: new species, synonymies and generic transfers (Araneae, Lycosidae)",Araneae,Lycosidae
"Zoica pacifica (Framenau, Berry & Beatty, 2009)",Majuro,"Framenau, V.W., Berry, J.W., & Beatty, J.A. (2009) Wolf spiders of the Pacific region - the genus Zoica",Araneae,Lycosidae
"Ochyrocera ransfordi (Marples, 1955)",Swains,"Kami, K.S., & Miller, S.E. (1998) Samoan insects and related arthropods: checklist and bibliography",Araneae,Ochyroceratidae
"Theotima radiata (Simon, 1892)",Midway,"Nishida, G.M. & Beardsley, J.W. (2002) A review of the insects and related arthropods of Midway atoll",Araneae,Ochyroceratidae
"Farqua quadrimaculata (Saaristo, 2001)",Farquhar,"Saaristo, M.I. (2001) Dwarf hunting spiders or Oonopidae (Arachnida, Araneae) of the Seychelles",Araneae,Oonopidae
Gamasomorpha sp.,Kure,"Butler, G.D., & Usinger, R.L. (1963) Insects and other arthropods from Kure Island",Araneae,Oonopidae
Gamasomorpha sp.,Kwajalein,"Sugerman, B.B. (1972) Insects and other arthropods from Kwajalein atoll (Marshall Islands)",Araneae,Oonopidae
"Pelicinus marmoratus (Simon, 1892)",Abariringa,"van Zwaluwenburg, R.H. (1955) The insects and certain other arthropods of Canton Island",Araneae,Oonopidae
"Ischnothyreus peltifer (Simon, 1892)",Midway,"Nishida, G.M. & Beardsley, J.W. (2002) A review of the insects and related arthropods of Midway atoll",Araneae,Oonopidae
Ischnothyreus sp.,Ducie,"Benton, T.G., & Lehtinen, P.T. (1995) Biodiversity and origin of the non-flying terrestrial arthropods of Henderson Island",Araneae,Oonopidae
"Noideattella assumptia (Saaristo, 2001)",Aldabra,"Nentwig, W., Derepas, B., & Gloor, D. (2019) Diversity and origin of the spider fauna of Indian Ocean islands",Araneae,Oonopidae
"Noideattella assumptia (Saaristo, 2001)",Farquhar,"Saaristo, M.I. (2001) Dwarf hunting spiders or Oonopidae (Arachnida, Araneae) of the Seychelles",Araneae,Oonopidae
"Oonopinus kilikus (Suman, 1965)",Aldabra,"Nentwig, W., Derepas, B., & Gloor, D. (2019) Diversity and origin of the spider fauna of Indian Ocean islands",Araneae,Oonopidae
Oonops sp.,Midway,"Suehiro, A. (1960) Insects and other arthropods from Midway atoll",Araneae,Oonopidae
"Opopaea apicalis (Simon, 1893)",Eniwetok,"Samuelson, G.A., & Nishida, G.M. (1987) Insects and allies (arthropods) of Enewetak atoll",Araneae,Oonopidae
"Opopaea apicalis (Simon, 1893)",Kwajalein,"Baehr, B.C., et al. (2013) The goblin spider genus Opopaea in Australia and the Pacific islands (Araneae - Oonopidae)",Araneae,Oonopidae
"Opopaea apicalis (Simon, 1893)",Majuro,"Baehr, B.C., et al. (2013) The goblin spider genus Opopaea in Australia and the Pacific islands (Araneae - Oonopidae)",Araneae,Oonopidae
"Opopaea apicalis (Simon, 1893)",Midway,"Nishida, G.M. & Beardsley, J.W. (2002) A review of the insects and related arthropods of Midway atoll",Araneae,Oonopidae
"Opopaea deserticola (Simon, 1892)",Aldabra,"Nentwig, W., Derepas, B., & Gloor, D. (2019) Diversity and origin of the spider fauna of Indian Ocean islands",Araneae,Oonopidae
"Opopaea deserticola (Simon, 1892)",Eniwetok,"Baehr, B.C., et al. (2013) The goblin spider genus Opopaea in Australia and the Pacific islands (Araneae - Oonopidae)",Araneae,Oonopidae
"Opopaea deserticola (Simon, 1892)",Farquhar,"Saaristo, M.I. (2001) Dwarf hunting spiders or Oonopidae (Arachnida, Araneae) of the Seychelles",Araneae,Oonopidae
"Opopaea deserticola (Simon, 1892)",Kwajalein,"Baehr, B.C., et al. (2013) The goblin spider genus Opopaea in Australia and the Pacific islands (Araneae - Oonopidae)",Araneae,Oonopidae
"Opopaea deserticola (Simon, 1892)",Rangiroa,"Dierkens, M., & Ramage, T. (2016) Deuxième contribution à la connaissance des araignées de Polynésie francaise. Bilan des espèces présentes et description de Theridion charlatti n. sp. et Glenognatha ledouxi n.sp.",Araneae,Oonopidae
"Opopaea foveolata (Roewer, 1963)",Eniwetok,"Roewer, C.F.R. (1963) Insects of Micronesia - Araneina: Orthognatha, Labidognatha",Araneae,Oonopidae
"Opopaea foveolata (Roewer, 1963)",Kwajalein,"Baehr, B.C., et al. (2013) The goblin spider genus Opopaea in Australia and the Pacific islands (Araneae - Oonopidae)",Araneae,Oonopidae
"Opopaea foveolata (Roewer, 1963)",Majuro,"Baehr, B.C., et al. (2013) The goblin spider genus Opopaea in Australia and the Pacific islands (Araneae - Oonopidae)",Araneae,Oonopidae
"Opopaea foveolata (Roewer, 1963)",Ngcheangel,"Baehr, B.C., et al. (2013) The goblin spider genus Opopaea in Australia and the Pacific islands (Araneae - Oonopidae)",Araneae,Oonopidae
"Opopaea foveolata (Roewer, 1963)",Rangiroa,"Dierkens, M., & Ramage, T. (2016) Deuxième contribution à la connaissance des araignées de Polynésie francaise. Bilan des espèces présentes et description de Theridion charlatti n. sp. et Glenognatha ledouxi n.sp.",Araneae,Oonopidae
"Opopaea foveolata (Roewer, 1963)",Ulithi,"Roewer, C.F.R. (1963) Insects of Micronesia - Araneina: Orthognatha, Labidognatha",Araneae,Oonopidae
"Opopaea probosciella (Saaristo, 2001)",Farquhar,"Saaristo, M.I. (2001) Dwarf hunting spiders or Oonopidae (Arachnida, Araneae) of the Seychelles",Araneae,Oonopidae
"Oxyopes hindostanicus (Pocock, 1901)",Kavaratti,"Singh, R., & Singh, G. (2022) Updated checklist of spider diversity (Arachnida: Araneae) in three union territories of India",Araneae,Oxyopidae
Oxyopes sp.,Johnston,"Rash, R. (2020) Checklist and images documenting the biodiversity of Johnston Atoll National Wildlife Refuge",Araneae,Oxyopidae
"Artema atlanta (Walckenaer, 1837)",Farquhar,"Hirst, S. (1911) No. XVIII - The Araneae, Opiliones and Pseudoscorpiones",Araneae,Pholcidae
"Artema atlanta (Walckenaer, 1837)",Midway,"Nishida, G.M. & Beardsley, J.W. (2002) A review of the insects and related arthropods of Midway atoll",Araneae,Pholcidae
"Belisana yap (Huber, 2005)",Ngcheangel,"Beatty, J.A., Berry, J.W., & Huber, B.A. (2008) The pholcid spiders of Micronesia and Polynesia (Araneae, Pholcidae)",Araneae,Pholcidae
"Crossopriza lyoni (Blackwall, 1867)",Majuro,"Beatty, J.A., Berry, J.W., & Huber, B.A. (2008) The pholcid spiders of Micronesia and Polynesia (Araneae, Pholcidae)",Araneae,Pholcidae
"Holocneminus piritarsis (Berland, 1942)",Eniwetok,"Beatty, J.A., Berry, J.W., & Huber, B.A. (2008) The pholcid spiders of Micronesia and Polynesia (Araneae, Pholcidae)",Araneae,Pholcidae
"Holocneminus piritarsis (Berland, 1942)",Kwajalein,"Beatty, J.A., Berry, J.W., & Huber, B.A. (2008) The pholcid spiders of Micronesia and Polynesia (Araneae, Pholcidae)",Araneae,Pholcidae
"Holocneminus piritarsis (Berland, 1942)",Majuro,"Beatty, J.A., Berry, J.W., & Huber, B.A. (2008) The pholcid spiders of Micronesia and Polynesia (Araneae, Pholcidae)",Araneae,Pholcidae
"Micropholcus fauroti (Simon, 1887)",Majuro,"Beatty, J.A., Berry, J.W., & Huber, B.A. (2008) The pholcid spiders of Micronesia and Polynesia (Araneae, Pholcidae)",Araneae,Pholcidae
"Modisimus culicinus (Simon, 1893)",Eniwetok,"Beatty, J.A., Berry, J.W., & Huber, B.A. (2008) The pholcid spiders of Micronesia and Polynesia (Araneae, Pholcidae)",Araneae,Pholcidae
"Modisimus culicinus (Simon, 1893)",Kwajalein,"Beatty, J.A., Berry, J.W., & Huber, B.A. (2008) The pholcid spiders of Micronesia and Polynesia (Araneae, Pholcidae)",Araneae,Pholcidae
"Modisimus culicinus (Simon, 1893)",Rangiroa,"Dierkens, M., & Ramage, T. (2016) Deuxième contribution à la connaissance des araignées de Polynésie francaise. Bilan des espèces présentes et description de Theridion charlatti n. sp. et Glenognatha ledouxi n.sp.",Araneae,Pholcidae
"Physocyclus globosus (Taczanwoski, 1874)",Arno,"Beatty, J.A., Berry, J.W., & Huber, B.A. (2008) The pholcid spiders of Micronesia and Polynesia (Araneae, Pholcidae)",Araneae,Pholcidae
"Physocyclus globosus (Taczanwoski, 1874)",South Keeling,"Wood-Jones, F. (1909) The fauna of the Cocos-Keeling Atoll, collected by F. Wood-Jones",Araneae,Pholcidae
"Physocyclus globosus (Taczanwoski, 1874)",Eniwetok,"Beatty, J.A., Berry, J.W., & Huber, B.A. (2008) The pholcid spiders of Micronesia and Polynesia (Araneae, Pholcidae)",Araneae,Pholcidae
"Physocyclus globosus (Taczanwoski, 1874)",Majuro,"Beatty, J.A., Berry, J.W., & Huber, B.A. (2008) The pholcid spiders of Micronesia and Polynesia (Araneae, Pholcidae)",Araneae,Pholcidae
"Physocyclus globosus (Taczanwoski, 1874)",Manihiki,"Marples, B.J. (1960) Spiders from some Pacific islands, Part IV - The Cook Islands and Niue",Araneae,Pholcidae
"Physocyclus globosus (Taczanwoski, 1874)",Ngcheangel,"Beatty, J.A., Berry, J.W., & Huber, B.A. (2008) The pholcid spiders of Micronesia and Polynesia (Araneae, Pholcidae)",Araneae,Pholcidae
"Physocyclus globosus (Taczanwoski, 1874)",Nukunonu,"Beatty, J.A., Berry, J.W., & Huber, B.A. (2008) The pholcid spiders of Micronesia and Polynesia (Araneae, Pholcidae)",Araneae,Pholcidae
"Smeringopus pallidus (Blackwall, 1858)",Arno,"Beatty, J.A., Berry, J.W., & Huber, B.A. (2008) The pholcid spiders of Micronesia and Polynesia (Araneae, Pholcidae)",Araneae,Pholcidae
"Smeringopus pallidus (Blackwall, 1858)",South Keeling,"Wood-Jones, F. (1909) The fauna of the Cocos-Keeling Atoll, collected by F. Wood-Jones",Araneae,Pholcidae
"Smeringopus pallidus (Blackwall, 1858)",Eniwetok,"Beatty, J.A., Berry, J.W., & Huber, B.A. (2008) The pholcid spiders of Micronesia and Polynesia (Araneae, Pholcidae)",Araneae,Pholcidae
"Smeringopus pallidus (Blackwall, 1858)",Farquhar,"Hirst, S. (1911) No. XVIII - The Araneae, Opiliones and Pseudoscorpiones",Araneae,Pholcidae
"Smeringopus pallidus (Blackwall, 1858)",Kwajalein,"Beatty, J.A., Berry, J.W., & Huber, B.A. (2008) The pholcid spiders of Micronesia and Polynesia (Araneae, Pholcidae)",Araneae,Pholcidae
"Smeringopus pallidus (Blackwall, 1858)",Majuro,"Beatty, J.A., Berry, J.W., & Huber, B.A. (2008) The pholcid spiders of Micronesia and Polynesia (Araneae, Pholcidae)",Araneae,Pholcidae
"Smeringopus pallidus (Blackwall, 1858)",Midway,"Nishida, G.M. & Beardsley, J.W. (2002) A review of the insects and related arthropods of Midway atoll",Araneae,Pholcidae
"Smeringopus pallidus (Blackwall, 1858)",Nukunonu,"Hickley, A.D. (1969) Ecology of terrestrial arthropods of the Tokelau atolls",Araneae,Pholcidae
"Smeringopus pallidus (Blackwall, 1858)",Palmyra,"Handler, A.T., et al. (2007) Arthropod surveys on Palmyra Atoll, Line Islands, and insights into the decline of the native tree Pisonia grandis (Nycatginaceae)",Araneae,Pholcidae
"Afraflacilla kraussi (Marples, 1964)",Eniwetok,"Berry, J.W., Beatty, J.A., & Proszynski, J. (1998) Salticidae of the Pacific Islands. III. Distribution of seven genera, with descriptions of nineteen new species and two new genera",Araneae,Salticidae
"Afraflacilla kraussi (Marples, 1964)",Majuro,"Berry, J.W., Beatty, J.A., & Proszynski, J. (1998) Salticidae of the Pacific Islands. III. Distribution of seven genera, with descriptions of nineteen new species and two new genera",Araneae,Salticidae
"Ascyltus audax (Rainbow, 1897)",Funafuti,"Hedley, C. (1900) The atoll of Funafuti, Ellice Group - its zoology, botany, ethnology, and general structure",Araneae,Salticidae
"Ascyltus ferox (Rainbow, 1897)",Funafuti,"Hedley, C. (1900) The atoll of Funafuti, Ellice Group - its zoology, botany, ethnology, and general structure",Araneae,Salticidae
"Ascyltus pterygodes (L.Koch, 1865)",Funafuti,"Hedley, C. (1900) The atoll of Funafuti, Ellice Group - its zoology, botany, ethnology, and general structure",Araneae,Salticidae
"Ascyltus pterygodes (L.Koch, 1865)",Nukunonu,"Hickley, A.D. (1969) Ecology of terrestrial arthropods of the Tokelau atolls",Araneae,Salticidae
"Athamas whitmeei (O.Pickard-Cambridge, 1877)",Ducie,"Benton, T.G., & Lehtinen, P.T. (1995) Biodiversity and origin of the non-flying terrestrial arthropods of Henderson Island",Araneae,Salticidae
"Athamas whitmeei (O.Pickard-Cambridge, 1877)",Eniwetok,"Berry, J.W., Beatty, J.A., & Proszynski, J. (1996) Salticidae of the Pacific Islands. I. Distribution of twelve genera, with descriptions of eighteen new species",Araneae,Salticidae
"Athamas whitmeei (O.Pickard-Cambridge, 1877)",Kwajalein,"Berry, J.W., Beatty, J.A., & Proszynski, J. (1996) Salticidae of the Pacific Islands. I. Distribution of twelve genera, with descriptions of eighteen new species",Araneae,Salticidae
"Athamas whitmeei (O.Pickard-Cambridge, 1877)",Majuro,"Berry, J.W., Beatty, J.A., & Proszynski, J. (1996) Salticidae of the Pacific Islands. I. Distribution of twelve genera, with descriptions of eighteen new species",Araneae,Salticidae
"Athamas whitmeei (O.Pickard-Cambridge, 1877)",Ulithi,"Berry, J.W., Beatty, J.A., & Proszynski, J. (1996) Salticidae of the Pacific Islands. I. Distribution of twelve genera, with descriptions of eighteen new species",Araneae,Salticidae
"Bavia aericeps (Simon, 1877)",Funafuti,"Hedley, C. (1900) The atoll of Funafuti, Ellice Group - its zoology, botany, ethnology, and general structure",Araneae,Salticidae
"Bavia aericeps (Simon, 1877)",Nukunonu,"Hickley, A.D. (1969) Ecology of terrestrial arthropods of the Tokelau atolls",Araneae,Salticidae
"Bavia sexpunctata (Doleschall, 1859)",Kwajalein,"Berry, J.W., Beatty, J.A., & Proszynski, J. (1997) Salticidae of the Pacific Islands. II. Distribution of nine genera, with descriptions of eleven new species",Araneae,Salticidae
Bavia sp.,South Keeling,"Wood-Jones, F. (1909) The fauna of the Cocos-Keeling Atoll, collected by F. Wood-Jones",Araneae,Salticidae
"Carrhotus viduus (C.L.Koch, 1846)",Kavaratti,"Singh, R., & Singh, G. (2022) Updated checklist of spider diversity (Arachnida: Araneae) in three union territories of India",Araneae,Salticidae
