species,atoll,reference,Order,Family
"Ocypode ceratophthalmus (Pallas, 1772)",French Frigate Shoals,"Castro, P. (2011) Catalog of the anomuran and brachyuran crabs (Crustacea: Decapoda: Anomura, Brachyura) of the Hawaiian islands",Decapoda - Brachyura,Ocypodidae
"Ocypode ceratophthalmus (Pallas, 1772)",Funafuti,"Hedley, C. (1900) The atoll of Funafuti, Ellice Group - its zoology, botany, ethnology, and general structure",Decapoda - Brachyura,Ocypodidae
"Ocypode ceratophthalmus (Pallas, 1772)",Glorioso,"Poupin, J., et al. (2013) Crustacea Decapoda of Glorieuses Islands, with notes on the distribution of the coconut crab (Birgus latro) in the western Indian Ocean",Decapoda - Brachyura,Ocypodidae
"Ocypode ceratophthalmus (Pallas, 1772)",Johnston,"Castro, P. (2011) Catalog of the anomuran and brachyuran crabs (Crustacea: Decapoda: Anomura, Brachyura) of the Hawaiian islands",Decapoda - Brachyura,Ocypodidae
"Ocypode ceratophthalmus (Pallas, 1772)",Kapingamarangi,"Sakai, K., & Türkay, M. (2013) Revision of the genus Ocypode with the description of a new genus, Hoplocypode (Crustacea - Decapoda - Brachyura)",Decapoda - Brachyura,Ocypodidae
"Ocypode ceratophthalmus (Pallas, 1772)",Kavaratti,"Sankarankutty, C. (1961) On some crabs (Decapoda-Brachyura) from the Laccadive archipelago",Decapoda - Brachyura,Ocypodidae
"Ocypode ceratophthalmus (Pallas, 1772)",Kiritimati,"Thaman, R.R., & Nye, A. (2016) Flora of Kiritimati (Christmas) Atoll, Northern Line Islands, Republic of Kiribati",Decapoda - Brachyura,Ocypodidae
"Ocypode ceratophthalmus (Pallas, 1772)",Kwajalein,"Sakai, K., & Türkay, M. (2013) Revision of the genus Ocypode with the description of a new genus, Hoplocypode (Crustacea - Decapoda - Brachyura)",Decapoda - Brachyura,Ocypodidae
"Ocypode ceratophthalmus (Pallas, 1772)",Laysan,"Castro, P. (2011) Catalog of the anomuran and brachyuran crabs (Crustacea: Decapoda: Anomura, Brachyura) of the Hawaiian islands",Decapoda - Brachyura,Ocypodidae
"Ocypode ceratophthalmus (Pallas, 1772)",Manuae,"Steibl, S., et al. (2025) Terrestrial biodiversity of Manuae atoll, Cook Islands",Decapoda - Brachyura,Ocypodidae
"Ocypode ceratophthalmus (Pallas, 1772)",Onotoa,"Sakai, K., & Türkay, M. (2013) Revision of the genus Ocypode with the description of a new genus, Hoplocypode (Crustacea - Decapoda - Brachyura)",Decapoda - Brachyura,Ocypodidae
"Ocypode ceratophthalmus (Pallas, 1772)",Palmyra,"Edmondson, C.H. (1923) Crustacea of Palmyra and Fanning islands",Decapoda - Brachyura,Ocypodidae
"Ocypode ceratophthalmus (Pallas, 1772)",Pearl and Hermes,"Castro, P. (2011) Catalog of the anomuran and brachyuran crabs (Crustacea: Decapoda: Anomura, Brachyura) of the Hawaiian islands",Decapoda - Brachyura,Ocypodidae
"Ocypode ceratophthalmus (Pallas, 1772)",Rangiroa,"Sakai, K., & Türkay, M. (2013) Revision of the genus Ocypode with the description of a new genus, Hoplocypode (Crustacea - Decapoda - Brachyura)",Decapoda - Brachyura,Ocypodidae
"Ocypode ceratophthalmus (Pallas, 1772)",Raroia,"Poupin, J. (1996) Crustacea Deacpoda of French Polynesia (Astacidea, Palinuridea, Anomura, Brachyura)",Decapoda - Brachyura,Ocypodidae
"Ocypode ceratophthalmus (Pallas, 1772)",Rongelap,"Sakai, K., & Türkay, M. (2013) Revision of the genus Ocypode with the description of a new genus, Hoplocypode (Crustacea - Decapoda - Brachyura)",Decapoda - Brachyura,Ocypodidae
"Ocypode ceratophthalmus (Pallas, 1772)",St. Joseph,"Stoddart, D.R., Coe, M.J., & Fosberg, F.R. (1979) D'Arros and St. Joseph, Amirante Islands",Decapoda - Brachyura,Ocypodidae
"Ocypode ceratophthalmus (Pallas, 1772)",Tabuaeran,"Edmondson, C.H. (1923) Crustacea of Palmyra and Fanning islands",Decapoda - Brachyura,Ocypodidae
"Ocypode ceratophthalmus (Pallas, 1772)",Taka,"Sakai, K., & Türkay, M. (2013) Revision of the genus Ocypode with the description of a new genus, Hoplocypode (Crustacea - Decapoda - Brachyura)",Decapoda - Brachyura,Ocypodidae
"Ocypode ceratophthalmus (Pallas, 1772)",Takapoto,"Poupin, J. (1996) Crustacea Deacpoda of French Polynesia (Astacidea, Palinuridea, Anomura, Brachyura)",Decapoda - Brachyura,Ocypodidae
"Ocypode ceratophthalmus (Pallas, 1772)",Tetiaroa,"Sachet, M.-H., & Fosberg, F.R. (1983) An ecological reconnaissance of Tetiaroa atoll, Society Islands",Decapoda - Brachyura,Ocypodidae
"Ocypode ceratophthalmus (Pallas, 1772)",Tikehau,"Poupin, J. (1996) Crustacea Deacpoda of French Polynesia (Astacidea, Palinuridea, Anomura, Brachyura)",Decapoda - Brachyura,Ocypodidae
"Ocypode ceratophthalmus (Pallas, 1772)",Ujae,"Sakai, K., & Türkay, M. (2013) Revision of the genus Ocypode with the description of a new genus, Hoplocypode (Crustacea - Decapoda - Brachyura)",Decapoda - Brachyura,Ocypodidae
"Ocypode ceratophthalmus (Pallas, 1772)",Wake,"Siers, S.R., et al. (2017) Wake Atoll Pemphis habitat rodenticide application strategy",Decapoda - Brachyura,Ocypodidae
"Ocypode cordimana (Latreille, 1818)",Ailuk,"Holthuis, L.B. (1953) Enumeration of the decapod and stomatopod Crustacea from Pacific coral islands",Decapoda - Brachyura,Ocypodidae
"Ocypode cordimana (Latreille, 1818)",Aldabra,"Borradaile, L.A. (1910) No. XV - On the land and amphibious Decapoda of Aldabra",Decapoda - Brachyura,Ocypodidae
"Ocypode cordimana (Latreille, 1818)",Arno,"Holthuis, L.B. (1953) Enumeration of the decapod and stomatopod Crustacea from Pacific coral islands",Decapoda - Brachyura,Ocypodidae
"Ocypode cordimana (Latreille, 1818)",Bikar,"Holthuis, L.B. (1953) Enumeration of the decapod and stomatopod Crustacea from Pacific coral islands",Decapoda - Brachyura,Ocypodidae
"Ocypode cordimana (Latreille, 1818)",South_Keeling,"Tweedie, M.W.F. (1950) The fauna of the Cocos-Keeling Islands, Brachyura and Stomatopoda",Decapoda - Brachyura,Ocypodidae
"Ocypode cordimana (Latreille, 1818)",Diego Garcia,"Sakai, K., & Türkay, M. (2013) Revision of the genus Ocypode with the description of a new genus, Hoplocypode (Crustacea - Decapoda - Brachyura)",Decapoda - Brachyura,Ocypodidae
"Ocypode cordimana (Latreille, 1818)",Eniwetok,"Garth, J.S., Haig, J., & Knudsen, J.W. (1987) Crustacea Decapoda (Brachyura and Anomura) of Enewetak Atoll",Decapoda - Brachyura,Ocypodidae
"Ocypode cordimana (Latreille, 1818)",Europa,"Poupin, J., et al. (2012) Illustrated checklist of the Decapoda at Europa Island",Decapoda - Brachyura,Ocypodidae
"Ocypode cordimana (Latreille, 1818)",Glorioso,"Poupin, J., et al. (2013) Crustacea Decapoda of Glorieuses Islands, with notes on the distribution of the coconut crab (Birgus latro) in the western Indian Ocean",Decapoda - Brachyura,Ocypodidae
"Ocypode cordimana (Latreille, 1818)",Kavaratti,"Sankarankutty, C. (1961) On some crabs (Decapoda-Brachyura) from the Laccadive archipelago",Decapoda - Brachyura,Ocypodidae
"Ocypode cordimana (Latreille, 1818)",Onotoa,"Holthuis, L.B. (1953) Enumeration of the decapod and stomatopod Crustacea from Pacific coral islands",Decapoda - Brachyura,Ocypodidae
"Ocypode cordimana (Latreille, 1818)",Tabuaeran,"Fellows, D.P. (1975) On the distribution of the Hawaiian ghost crab, Ocypode laevis Dana",Decapoda - Brachyura,Ocypodidae
"Ocypode cordimana (Latreille, 1818)",Utirik,"Holthuis, L.B. (1953) Enumeration of the decapod and stomatopod Crustacea from Pacific coral islands",Decapoda - Brachyura,Ocypodidae
"Ocypode pallidula (Hombron & Jacquinot, 1846)",Johnston,"Binion Amerson, A., & Shelton, P.C. (1976) The natural history of Johnston atoll, Central Pacific Ocean",Decapoda - Brachyura,Ocypodidae
"Ocypode pallidula (Hombron & Jacquinot, 1846)",Laysan,"Castro, P. (2011) Catalog of the anomuran and brachyuran crabs (Crustacea: Decapoda: Anomura, Brachyura) of the Hawaiian islands",Decapoda - Brachyura,Ocypodidae
"Ocypode pallidula (Hombron & Jacquinot, 1846)",Midway,"Sakai, K., & Türkay, M. (2013) Revision of the genus Ocypode with the description of a new genus, Hoplocypode (Crustacea - Decapoda - Brachyura)",Decapoda - Brachyura,Ocypodidae
"Ocypode pallidula (Hombron & Jacquinot, 1846)",Moruroa,"Poupin, J. (1996) Crustacea Deacpoda of French Polynesia (Astacidea, Palinuridea, Anomura, Brachyura)",Decapoda - Brachyura,Ocypodidae
"Ocypode pallidula (Hombron & Jacquinot, 1846)",Pearl and Hermes,"Castro, P. (2011) Catalog of the anomuran and brachyuran crabs (Crustacea: Decapoda: Anomura, Brachyura) of the Hawaiian islands",Decapoda - Brachyura,Ocypodidae
"Uca (Cranuca) inversa (Hoffmann, 1874)",Europa,"Poupin, J., et al. (2012) Illustrated checklist of the Decapoda at Europa Island",Decapoda - Brachyura,Ocypodidae
Uca sp.,Manuae,"Steibl, S., et al. (2025) Terrestrial biodiversity of Manuae atoll, Cook Islands",Decapoda - Brachyura,Ocypodidae
Uca sp.,Wake,"Siers, S.R., et al. (2017) Wake Atoll Pemphis habitat rodenticide application strategy",Decapoda - Brachyura,Ocypodidae
