species,atoll,source,Order,Family
"Ornithuroscincus noctua (Lesson, 1830)",Satawan,"Buden, D.W. (2007) Reptiles of Satawan Atoll and the Mortlock Islands, Chuuk State, Federated States of Micronesia",Squamata,Scincidae
"Ornithuroscincus noctua (Lesson, 1830)",Scilly,"Ineich, I., & Blanc, C.P. (1988) Distribution des reptiles terrestres en Polynesie Orientale",Squamata,Scincidae
"Ornithuroscincus noctua (Lesson, 1830)",Suwarrow,"Crombie, R.I., & Steadman, D.W. (1986) The lizards of Rarotonga and Mangaia, Cook Island Group, Oceania",Squamata,Scincidae
"Ornithuroscincus noctua (Lesson, 1830)",Swains,"Amerson, A.B., et al. (1982) Wildlife and wildlife habitat of American Samoa. II. Accounts of flora and fauna",Squamata,Scincidae
"Ornithuroscincus noctua (Lesson, 1830)",Takapoto,"Ineich, I., & Blanc, C.P. (1988) Distribution des reptiles terrestres en Polynesie Orientale",Squamata,Scincidae
"Ornithuroscincus noctua (Lesson, 1830)",Tetiaroa,"Ineich, I., & Blanc, C.P. (1988) Distribution des reptiles terrestres en Polynesie Orientale",Squamata,Scincidae
"Ornithuroscincus noctua (Lesson, 1830)",Tikehau,"Ineich, I., & Blanc, C.P. (1988) Distribution des reptiles terrestres en Polynesie Orientale",Squamata,Scincidae
"Ornithuroscincus noctua (Lesson, 1830)",Tupai,"Ineich, I., & Blanc, C.P. (1988) Distribution des reptiles terrestres en Polynesie Orientale",Squamata,Scincidae
"Riopa albopunctata (Gray, 1846)",Addu,"Das, I. (1994) Reptiles of South Asia: checklist and distributional summary",Squamata,Scincidae
"Sphenomorphus scutatus (Peters, 1867)",Ngcheangel,"Crombie, R.I., & Pregill, G.K. (1999) A checklist of the herpetofauna of the Palau Islands (Republic of Belau), Oceania",Squamata,Scincidae
"Trachylepis infralineata (Peters, 1854)",Europa,"Le Corre, M., & Jouventin, P. (1997) Ecological significance and conservation priorities of Europa Island (Western Indian Ocean), with special reference to seabirds",Squamata,Scincidae
"Trachylepis sechellensis (Duméril & Bibron, 1839)",St. Joseph,"Stoddart, D.R., Coe, M.J., & Fosberg, F.R. (1979) D'Arros and St. Joseph, Amirante Islands",Squamata,Scincidae
"Indotyphlops braminus (Daudin, 1803)",Addu,"Das, I. (1994) Reptiles of South Asia: checklist and distributional summary",Squamata,Typhlopidae
"Indotyphlops braminus (Daudin, 1803)",Arno,"Kaiser, H., et al. (2020) Herpetological update from Arno Atoll, Republic of the Marshall Islands",Squamata,Typhlopidae
"Indotyphlops braminus (Daudin, 1803)",Cocos,"Gibson-Hill, C.A. (1950) A note on the reptiles occurring on the Cocos-Keeling Islands",Squamata,Typhlopidae
"Indotyphlops braminus (Daudin, 1803)",Eniwetok,"Buden, D.W., et al. (2020) Reptiles of the Northern Marshall Islands",Squamata,Typhlopidae
"Indotyphlops braminus (Daudin, 1803)",Jaluit,"Buden, D.W., et al. (2020) Reptiles of the Northern Marshall Islands",Squamata,Typhlopidae
"Indotyphlops braminus (Daudin, 1803)",Kavaratti,"Ghosh, A.K. (1991) Fauna of Lakshadweep",Squamata,Typhlopidae
"Indotyphlops braminus (Daudin, 1803)",Ngcheangel,"Crombie, R.I., & Pregill, G.K. (1999) A checklist of the herpetofauna of the Palau Islands (Republic of Belau), Oceania",Squamata,Typhlopidae
"Melanochelys trijuga (Schweigger, 1812)",Addu,"Das, I. (1994) Reptiles of South Asia: checklist and distributional summary",Testudines,Geoemydidae
"Aldabrachelys gigantea (Schweigger, 1812)",Aldabra,"Arnold, N.E. (1979) Indian Ocean Giant tortoises: their systematics and island adaptations",Testudines,Testudinidae
