species,atoll,status,reference,Order,Family
Epipremnum pinnatum (L.) Engl.,Ngcheangel,N,"Gressitt, J.L. (1953) Notes on Ngaruangl and Kayangel Atolls, Palau Islands",Alismatales,Araceae
Epipremnum pinnatum (L.) Engl.,Nukumbasanga,N,"Whistler, W.A. (2012) Botanical survey of the Ringgold Islands, Fiji",Alismatales,Araceae
Epipremnum pinnatum (L.) Engl.,Qelelevu,N,"Whistler, W.A. (2012) Botanical survey of the Ringgold Islands, Fiji",Alismatales,Araceae
Epipremnum pinnatum (L.) Engl.,Tupai,I,"Sachet, M.-H. (1983) Botanique de l'ile de Tupai, Îles de la Societe",Alismatales,Araceae
Philodendron hederaceum (Jacq.) Schott,Kwajalein,I,"Fosberg, F.R., Sachet, M.-H., Oliver, R. (1987) A Geographical Checklist of the Micronesian Monocotyledonae",Alismatales,Araceae
Philodendron hederaceum (Jacq.) Schott,Wake,I,"Fosberg, F.R., Sachet, M.-H., Oliver, R. (1987) A Geographical Checklist of the Micronesian Monocotyledonae",Alismatales,Araceae
Philodendron lacerum (Jacq.) Schott,Tupai,I,"Sachet, M.-H. (1983) Botanique de l'ile de Tupai, Îles de la Societe",Alismatales,Araceae
Philodendron sp.,Moruroa,I,"Meyer, J.-Y. (2007) Rapport de mission a Moruroa du 30 Janvier au 02 Fevrier 2007 - mise au point de méthodes de lutte contre le 'aito (Casuarina equisetifolia)",Alismatales,Araceae
Philodendron sp.,Tikehau,I,"Florence, J. (1985) Contribution à l'étude d'latoll de Tikehau - Introduction a la flore et a la vegetation",Alismatales,Araceae
Syngonium angustatum Schott,Kwajalein,I,"Fosberg, F.R., Sachet, M.-H., Oliver, R. (1987) A Geographical Checklist of the Micronesian Monocotyledonae",Alismatales,Araceae
Syngonium angustatum Schott,Tetiaroa,I,"Sachet, M.-H., & Fosberg, F.R. (1983) An ecological reconnaissance of Tetiaroa Atoll, French Polynesia",Alismatales,Araceae
Syngonium podophyllum Schott,Tikehau,I,"Florence, J. (1985) Contribution à l'étude d'latoll de Tikehau - Introduction a la flore et a la vegetation",Alismatales,Araceae
"Thaumatophyllum undulatum (Engl.) Sakur., Calazans & Mayo",Wake,I,"Fosberg, F.R., Sachet, M.-H., Oliver, R. (1987) A Geographical Checklist of the Micronesian Monocotyledonae",Alismatales,Araceae
Xanthosoma sagittifolium (L.) Schott,Arno,I,"Anderson, D. (1951) The plants of Arno Atoll, Marshall Islands",Alismatales,Araceae
Xanthosoma sagittifolium (L.) Schott,Funafuti,I,"Naikatini, A., et al. (2021) Biodiversity rapid assessment program (BioRAP) of Funafuti Atoll, Nukulaelae Atoll, Niutao Island and Vaitupu Island, Tuvalu",Alismatales,Araceae
Xanthosoma sagittifolium (L.) Schott,Jaluit,I,"Fosberg, F.R., & Sachet, M.-H. (1962) Vascular plants recorded from Jaluit Atoll",Alismatales,Araceae
Xanthosoma sagittifolium (L.) Schott,Kiritimati,I,"Thaman, R.R., & Tye, A. (2015) Flora of Kiritimati (Christmas) Atoll, Northern Line Islands, Republic of Kiribati",Alismatales,Araceae
Xanthosoma sagittifolium (L.) Schott,Ngcheangel,I,"Gressitt, J.L. (1953) Notes on Ngaruangl and Kayangel Atolls, Palau Islands",Alismatales,Araceae
Xanthosoma sagittifolium (L.) Schott,Niutao,I,"Naikatini, A., et al. (2021) Biodiversity rapid assessment program (BioRAP) of Funafuti Atoll, Nukulaelae Atoll, Niutao Island and Vaitupu Island, Tuvalu",Alismatales,Araceae
Xanthosoma sagittifolium (L.) Schott,Nukulaelae,I,"Naikatini, A., et al. (2021) Biodiversity rapid assessment program (BioRAP) of Funafuti Atoll, Nukulaelae Atoll, Niutao Island and Vaitupu Island, Tuvalu",Alismatales,Araceae
Xanthosoma sagittifolium (L.) Schott,Puluwat,I,"Manner, H.I., Mallon, E. (1989) An annotated list of the vascular plants of Puluwat atoll",Alismatales,Araceae
Xanthosoma sagittifolium (L.) Schott,Satawan,I,"Fosberg, F.R., Sachet, M.-H., Oliver, R. (1987) A Geographical Checklist of the Micronesian Monocotyledonae",Alismatales,Araceae
Xanthosoma sp.,Ontong Java,I,"Bayliss-Smith, T. (1973) Ecosystem and economic system of Ontong Java Atoll, Solomon Islands",Alismatales,Araceae
Areca catechu L.,Jaluit,I,"Fosberg, F.R., & Sachet, M.-H. (1962) Vascular plants recorded from Jaluit Atoll",Arecales,Arecaceae
Areca catechu L.,Kavaratti,I,"Sivadas, P., Narayanan, B., & Sviaprasad, K. (1983) An account of the vegetation of Kavaratti Island, Laccadives",Arecales,Arecaceae
Areca catechu L.,Ngcheangel,I,"Gressitt, J.L. (1953) Notes on Ngaruangl and Kayangel Atolls, Palau Islands",Arecales,Arecaceae
Areca catechu L.,Ontong Java,I,"Bayliss-Smith, T. (1973) Ecosystem and economic system of Ontong Java Atoll, Solomon Islands",Arecales,Arecaceae
Caryota urens L.,Jaluit,I,"Fosberg, F.R., & Sachet, M.-H. (1962) Vascular plants recorded from Jaluit Atoll",Arecales,Arecaceae
Caryota sp.,Rangiroa,I,"Stoddart, D.R., & Sachet, M.-H. (1969) Reconnaissane geomorphology of Rangiroa Atoll, Tuamotu Archipelago with list of vascular flora of Rangiroa",Arecales,Arecaceae
Cocos nucifera L.,Abariringa,I,"Degener, O., & Gillaspy, E. (1955) Canton Island, South Pacific",Arecales,Arecaceae
Cocos nucifera L.,Addu,I,"Fosberg, F.R., Groves, E.W., & Sigee, D.C. (1966) List of Addu vascular plants",Arecales,Arecaceae
Cocos nucifera L.,Ailinginae,I,"Releford, J.S., et al. (2009) Flora of Rongelap and Ailinginae Atolls, Republic of the Marshall Islands",Arecales,Arecaceae
Cocos nucifera L.,Aldabra,I,"Gibson, C.W.D. & Phillipson, J. (1983) The vegetation of Aldabra atoll - preliminary analysis and explanation of the vegetation map",Arecales,Arecaceae
Cocos nucifera L.,Ailuk,I,"Fosberg, F.R. (1990) A review of the natural history of the Marshall Islands",Arecales,Arecaceae
Cocos nucifera L.,Anaa,I,"Butaud, F.-J., & Jacq, F.A. (2014) Guide floristique - atolls soulevés des Tuamotu (Polynésie francaise)",Arecales,Arecaceae
Cocos nucifera L.,Ant,I,"Glassman, S.F. (1953) New plant records from the Eastern Caroline Islands, with a comparative study of the native plant names",Arecales,Arecaceae
Cocos nucifera L.,Aratika,I,"Jacq F. & Lagouy E., (2010) Carte de la végétation de l’atoll de Aratika, commune de Fakarava, Archipel des Tuamotu",Arecales,Arecaceae
Cocos nucifera L.,Arno,I,"Anderson, D. (1951) The plants of Arno Atoll, Marshall Islands",Arecales,Arecaceae
Cocos nucifera L.,Ashmore,I,"Pike, G.D., & Leach, G.J. (1997) Handbook of the vascular plants of Ashmore and Cartier Islands",Arecales,Arecaceae
Cocos nucifera L.,Astove,I,"Wickens, G.E. (1979) The propagules of the terrestrial flora of the Aldabra Archipelago, Western Indian Ocean",Arecales,Arecaceae
Cocos nucifera L.,Atafu,I,"Whistler, A. (2012) The flora and vegetation of Tokelau",Arecales,Arecaceae
Cocos nucifera L.,Bikar,I,"Fosberg, F.R. (1990) A review of the natural history of the Marshall Islands",Arecales,Arecaceae
Cocos nucifera L.,Bikini,I,"Fosberg, F.R. (1988) Vegetation of Bikini Atoll, 1985",Arecales,Arecaceae
Cocos nucifera L.,Butaritari,I,"Fosberg, F.R., Sachet, M.-H., Oliver, R. (1987) A Geographical Checklist of the Micronesian Monocotyledonae",Arecales,Arecaceae
Cocos nucifera L.,Caroline,I,"Clapp, R.B., & Sibley, F.C. (1971) Notes on the vascular flora and terrestrial vertebrates of Caroline Atoll, Northern Line Islands",Arecales,Arecaceae
Cocos nucifera L.,Chesterfield,I,"Cohic, F. (1959) Report on a visit to the Chesterfield Islands, September 1957",Arecales,Arecaceae
Cocos nucifera L.,Clipperton,I,"Jost, X., Jost, C.H., & Meyer, J.-Y. (2019) Flora and vegetation of Clipperton (La Passion) Atoll, north-eastern Pacific Ocean",Arecales,Arecaceae
Cocos nucifera L.,South Keeling,I,"Williams, D.G. (1994) Vegetation and flora of the Cocos (Keeling) Islands",Arecales,Arecaceae
Cocos nucifera L.,Cosmoledo,I,"Fosberg, F.R., & Renvoize, S.A. (1970) Plants of Cosmoledo Atoll",Arecales,Arecaceae
Cocos nucifera L.,Desroches,I,"Stoddart, D.R., & Poore, M.E.D. (1970) Geography and ecology of Desroches",Arecales,Arecaceae
Cocos nucifera L.,Diego Garcia,I,"Fosberg, F.R., & Bullock, A.A. (1971) List of Diego Garcia vascular plants",Arecales,Arecaceae
Cocos nucifera L.,Enderbury,I,"Pierce, R., et al. (2011) Atoll restoration in the Phoenix Islands, Kiribati - survey results November-December 2009",Arecales,Arecaceae
Cocos nucifera L.,Eniwetok,I,"St. John, H. (1960) Flora of Eniwetok Atoll",Arecales,Arecaceae
Cocos nucifera L.,Etal,I,"Fosberg, F.R., Sachet, M.-H., Oliver, R. (1987) A Geographical Checklist of the Micronesian Monocotyledonae",Arecales,Arecaceae
Cocos nucifera L.,Europa,I,"Boullet, V., Hivert, J., & Gigord, L.D.B. (2018) An updated account of the vascular flora of the Iles Eparses (Southwest Indian Ocean)",Arecales,Arecaceae
Cocos nucifera L.,Fakaofo,I,"Whistler, A. (2012) The flora and vegetation of Tokelau",Arecales,Arecaceae
Cocos nucifera L.,Farquhar,I,"Fosberg, F.R., & Renvoize, S.A. (1970) Plants of Farquhar Atoll",Arecales,Arecaceae
Cocos nucifera L.,French Frigate Shoals,I,"Amerson, A.B. (1971) The natural history of French Frigate Shoals, Northwestern Hawaiian Islands",Arecales,Arecaceae
Cocos nucifera L.,Funafuti,I,"Naikatini, A., et al. (2021) Biodiversity rapid assessment program (BioRAP) of Funafuti Atoll, Nukulaelae Atoll, Niutao Island and Vaitupu Island, Tuvalu",Arecales,Arecaceae
Cocos nucifera L.,Glorioso,I,"Boullet, V., Hivert, J., & Gigord, L.D.B. (2018) An updated account of the vascular flora of the Iles Eparses (Southwest Indian Ocean)",Arecales,Arecaceae
Cocos nucifera L.,Haraiki,I,"Fontaine, B., et al. (2021) Mission Kivi Kuaka 2021 Rapport naturaliste",Arecales,Arecaceae
Cocos nucifera L.,Helen,I,"Engbring, J. (1983) Avifauna of the southwest islands of Palau",Arecales,Arecaceae
Cocos nucifera L.,Jaluit,I,"Fosberg, F.R., & Sachet, M.-H. (1962) Vascular plants recorded from Jaluit Atoll",Arecales,Arecaceae
Cocos nucifera L.,Johnston,I,"Binion Amerson, A., & Shelton, P.C. (1976) The natural history of Johnston atoll, Central Pacific Ocean",Arecales,Arecaceae
Cocos nucifera L.,Kapingamarangi,I,"Niering, W. A. (1963) Terrestrial ecology of Kapingamarangi atoll, Caroline Islands",Arecales,Arecaceae
Cocos nucifera L.,Kavaratti,I,"Sivadas, P., Narayanan, B., & Sviaprasad, K. (1983) An account of the vegetation of Kavaratti Island, Laccadives",Arecales,Arecaceae
Cocos nucifera L.,Kiritimati,I,"Wester, L. (1985) Checklist of the vascular flora of the Northern Line Islands",Arecales,Arecaceae
Cocos nucifera L.,Kure,I,"Starr, F., Martz, K., & Loope, L. (2001) Botanical inventory of Kure Atoll",Arecales,Arecaceae
Cocos nucifera L.,Kwajalein,I,"Fosberg, F.R. (1990) A review of the natural history of the Marshall Islands",Arecales,Arecaceae
Cocos nucifera L.,Lae,I,"Fosberg, F.R. (1990) A review of the natural history of the Marshall Islands",Arecales,Arecaceae
Cocos nucifera L.,Laysan,I,"Ely, C.A., & Clapp, R.B. (1973) The natural history of Laysan Island, Northwestern Hawaiian Islands",Arecales,Arecaceae
Cocos nucifera L.,Likiep,I,"Fosberg, F.R. (1990) A review of the natural history of the Marshall Islands",Arecales,Arecaceae
Cocos nucifera L.,Lihou,I,"Chapman, F., et al. (2021) Environmental assessment of islets and cays of Tregrosse and Lihou Reefs Coral Sea Marine Park",Arecales,Arecaceae
Cocos nucifera L.,Losap,I,"Manner, H.I., & Sana, D. (1995) The vascular plants of Losap Atoll",Arecales,Arecaceae
Cocos nucifera L.,Lukunor,I,"Fosberg, F.R., Sachet, M.-H., Oliver, R. (1987) A Geographical Checklist of the Micronesian Monocotyledonae",Arecales,Arecaceae
Cocos nucifera L.,Majuro,I,"Velde, N.V. (2003) The vascular plants of Majuro Atoll, Republic of the Marshall Islands",Arecales,Arecaceae
Cocos nucifera L.,Malden,I,"Pierce, R., et al. (2015) Malden Island, Kiribati - feasibility of cat eradication for the recovery of seabirds",Arecales,Arecaceae
Cocos nucifera L.,Manihiki,I,"Cranwell, L.M. (1933) Flora of Manihiki, Cook Group",Arecales,Arecaceae
Cocos nucifera L.,Manra,I,"Fosberg, F.R., & Stoddart, D.R. (1994) Flora of the Phoenix Islands, Central Pacific",Arecales,Arecaceae
Cocos nucifera L.,Manuae,I,"Steibl, S., et al. (2025) Terrestrial biodiversity of Manuae atoll, Cook Islands",Arecales,Arecaceae
Cocos nucifera L.,Maria,I,"Meyer, J.-Y. (2013) Rapport de mission sur l'atoll de Maria - inventaire floristique, observations ornithologiques et recommandations de gestion et de conservation",Arecales,Arecaceae
Cocos nucifera L.,Matureivavao,I,"Jacq F.A., (2012) Inventaires naturalistes et carte de la végétation de l'atoll de Vahanga",Arecales,Arecaceae
Cocos nucifera L.,Maupihaa,I,"Sachet, M.-H. (1983) Natural history of Mopelia Atoll, Society Islands",Arecales,Arecaceae
Cocos nucifera L.,Midway,I,"Starr, F., Starr, K., & Loope, L. (2006) Annotated checklist of the vascular plants on Midway Atoll, Hawaii",Arecales,Arecaceae
Cocos nucifera L.,Mokil,I,"Glassman, S.F. (1953) New plant records from the Eastern Caroline Islands, with a comparative study of the native plant names",Arecales,Arecaceae
Cocos nucifera L.,Morane,I,"Meyer, J.-Y.H., & Poncet, R. (2022) La végétation, la flore et les lichens de l'atoll de Morane (Tuamotu-Gambier), un écosystème insulaire encore intact",Arecales,Arecaceae
Cocos nucifera L.,Moruroa,I,"Meyer, J.-Y. (2007) Rapport de mission a Moruroa du 30 Janvier au 02 Fevrier 2007 - mise au point de méthodes de lutte contre le 'aito (Casuarina equisetifolia)",Arecales,Arecaceae
Cocos nucifera L.,Murilo,I,"Fosberg, F.R., Sachet, M.-H., Oliver, R. (1987) A Geographical Checklist of the Micronesian Monocotyledonae",Arecales,Arecaceae
Cocos nucifera L.,Namoluk,I,"Marshall, M., & Fosberg, F.R. (1975) The natural history of Namoluk Atoll, Eastern Caroline Islands with identification of vascular flora",Arecales,Arecaceae
Cocos nucifera L.,Namonuito,I,"Stone, B.C. (1959) The flora of Namonuito and the Hall Islands",Arecales,Arecaceae
Cocos nucifera L.,Ngcheangel,I,"Gressitt, J.L. (1953) Notes on Ngaruangl and Kayangel Atolls, Palau Islands",Arecales,Arecaceae
Cocos nucifera L.,Niau,I,"Butaud, F.-J., & Jacq, F.A. (2014) Guide floristique - atolls soulevés des Tuamotu (Polynésie francaise)",Arecales,Arecaceae
Cocos nucifera L.,Niutao,I,"Naikatini, A., et al. (2021) Biodiversity rapid assessment program (BioRAP) of Funafuti Atoll, Nukulaelae Atoll, Niutao Island and Vaitupu Island, Tuvalu",Arecales,Arecaceae
Cocos nucifera L.,Nomwin,I,"Fosberg, F.R., Sachet, M.-H., Oliver, R. (1987) A Geographical Checklist of the Micronesian Monocotyledonae",Arecales,Arecaceae
Cocos nucifera L.,Nui,I,"Woodroffe, C.D. (1985) Vegetation and flora of Nui Atoll, Tuvalu",Arecales,Arecaceae
Cocos nucifera L.,Nukulaelae,I,"Naikatini, A., et al. (2021) Biodiversity rapid assessment program (BioRAP) of Funafuti Atoll, Nukulaelae Atoll, Niutao Island and Vaitupu Island, Tuvalu",Arecales,Arecaceae
Cocos nucifera L.,Nukumbasanga,I,"Whistler, W.A. (2012) Botanical survey of the Ringgold Islands, Fiji",Arecales,Arecaceae
Cocos nucifera L.,Nukunonu,I,"Parham, P.E.V. (1971) The vegetation of the Tokelau Islands with special reference to the plants of Nukunonu Atoll",Arecales,Arecaceae
Cocos nucifera L.,Nukusemanu,I,"Whistler, W.A. (2012) Botanical survey of the Ringgold Islands, Fiji",Arecales,Arecaceae
Cocos nucifera L.,Nukutepipi,I,"Salvat, F., & Salvat, B. (1992) Nukutipipi atoll, Tuamotu Archipelago - geomorphology, land and marine flora and fauna and interrelationships",Arecales,Arecaceae
Cocos nucifera L.,Onotoa,I,"Moul, E.T. (1957) Preliminary report on the flora of Onotoa Atoll, Gilbert Islands",Arecales,Arecaceae
Cocos nucifera L.,Ontong Java,I,"Bayliss-Smith, T. (1973) Ecosystem and economic system of Ontong Java Atoll, Solomon Islands",Arecales,Arecaceae
Cocos nucifera L.,Palmyra,I,"Wester, L. (1985) Checklist of the vascular flora of the Northern Line Islands",Arecales,Arecaceae
Cocos nucifera L.,Pingelap,I,"St. John, H. (1948) Report on the flora of Pingelap atoll, Caroline Islands, Micronesia and observations on the vocabulary of the native inhabitants",Arecales,Arecaceae
Cocos nucifera L.,Puluwat,I,"Manner, H.I., Mallon, E. (1989) An annotated list of the vascular plants of Puluwat atoll",Arecales,Arecaceae
Cocos nucifera L.,Qelelevu,I,"Whistler, W.A. (2012) Botanical survey of the Ringgold Islands, Fiji",Arecales,Arecaceae
Cocos nucifera L.,Rangiroa,I,"Stoddart, D.R., & Sachet, M.-H. (1969) Reconnaissane geomorphology of Rangiroa Atoll, Tuamotu Archipelago with list of vascular flora of Rangiroa",Arecales,Arecaceae
Cocos nucifera L.,Raroia,I,"Doty, M.S., et al. (1954) Floristics and plant ecology of Raroia Atoll, Tuamotus",Arecales,Arecaceae
Cocos nucifera L.,Reitoru,I,"Fontaine, B., et al. (2021) Mission Kivi Kuaka 2021 Rapport naturaliste",Arecales,Arecaceae
Cocos nucifera L.,Rongelap,I,"Releford, J.S., et al. (2009) Flora of Rongelap and Ailinginae Atolls, Republic of the Marshall Islands",Arecales,Arecaceae
Cocos nucifera L.,Rose,I,"Wegmann, A., & Holzwarth, S. (2006) Rose atoll national wildlife refuge research compendium",Arecales,Arecaceae
Cocos nucifera L.,Sapwuahfik,I,"Fosberg, F.R., Sachet, M.-H., Oliver, R. (1987) A Geographical Checklist of the Micronesian Monocotyledonae",Arecales,Arecaceae
Cocos nucifera L.,Satawan,I,"Fosberg, F.R., Sachet, M.-H., Oliver, R. (1987) A Geographical Checklist of the Micronesian Monocotyledonae",Arecales,Arecaceae
Cocos nucifera L.,Scilly,I,"Sachet, M.-H. (1983) Végétation et flore terrestre de l'atoll de Scilly (Fenua Ura)",Arecales,Arecaceae
Cocos nucifera L.,St. Joseph,I,"Stoddart, D.R., Coe, M.J., & Fosberg, F.R. (1979) D'Arros and St. Joseph, Amirante Islands",Arecales,Arecaceae
Cocos nucifera L.,Starbuck,I,"Sayre, C. (1994) A new species of Bidens (Asteraceae - Heliantheae) from Starbuck Island",Arecales,Arecaceae
Cocos nucifera L.,Surprise,I,"Caut, S., Angulo, E., & Courchamp, F. (2009) Avoiding surprise effects on Surprise Island - alien species control in a multritrophic level perspective",Arecales,Arecaceae
Cocos nucifera L.,Suwarrow,I,"Woodroffe, C.D., & Stoddart, D.R. (1992) Substrate specificity and episodic catastrophe: constraints on the insular plant geography of Suwarrow Atoll, Northern Cook Islands",Arecales,Arecaceae
Cocos nucifera L.,Swains,I,"Whistler, W.A. (1983) The flora and vegetation of Swains Island",Arecales,Arecaceae
Cocos nucifera L.,Tabiteuea,I,"Fosberg, F.R., Sachet, M.-H., Oliver, R. (1987) A Geographical Checklist of the Micronesian Monocotyledonae",Arecales,Arecaceae
Cocos nucifera L.,Tabuaeran,I,"Wester, L. (1985) Checklist of the vascular flora of the Northern Line Islands",Arecales,Arecaceae
Cocos nucifera L.,Taka,I,"Fosberg, F.R. (1990) A review of the natural history of the Marshall Islands",Arecales,Arecaceae
Cocos nucifera L.,Takapoto,I,"Sachet, M.-H. (1983) Takapoto atoll, Tuamotu Archipelago: terrestrial vegetation and flora",Arecales,Arecaceae
Cocos nucifera L.,Tarawa,I,"Fosberg, F.R., Sachet, M.-H., Oliver, R. (1987) A Geographical Checklist of the Micronesian Monocotyledonae",Arecales,Arecaceae
Cocos nucifera L.,Tekokota,I,"Fontaine, B., et al. (2021) Mission Kivi Kuaka 2021 Rapport naturaliste",Arecales,Arecaceae
Cocos nucifera L.,Temoe,I,"Butaud, J.-F., & Wragg, G. (2012) Les plantes et les oiseaux de l'atoll de Temoe",Arecales,Arecaceae
